ManufacturerID;ManufacturerName;TurbineID;TurbineName;RatedPowerkW;Offshore;MinimumHubHeightM;MaximumHubHeightM;CutInMS;RatedMS;CutOffMS;Voltage;AvailableSince;ws0;ws0_5;ws1;ws1_5;ws2;ws2_5;ws3;ws3_5;ws4;ws4_5;ws5;ws5_5;ws6;ws6_5;ws7;ws7_5;ws8;ws8_5;ws9;ws9_5;ws10;ws10_5;ws11;ws11_5;ws12;ws12_5;ws13;ws13_5;ws14;ws14_5;ws15;ws15_5;ws16;ws16_5;ws17;ws17_5;ws18;ws18_5;ws19;ws19_5;ws20;ws20_5;ws21;ws21_5;ws22;ws22_5;ws23;ws23_5;ws24;ws24_5;ws25;ws25_5;ws26;ws26_5;ws27;ws27_5;ws28;ws28_5;ws29;ws29_5;ws30;ws30_5;ws31;ws31_5;ws32;ws32_5;ws33;ws33_5;ws34;ws34_5;ws35;Conditions
113;RRB Energy;84;V39-500;500;No;48;49;4;14.5;25;690;#ND;0;0;0;0;0;0;0;0;3;24;44;70;96;130;163;200;242;284;325;363;400;426;452;467;481;489;494;497;498;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;#ND
113;RRB Energy;85;V27-225;225;No;31;49;4;14.5;25;400;#ND;0;0;0;0;0;0;0;0;5;10;20;30;40;52;65;75;88;101;114;127;142;156;169;180;191;201;212;222;224;225;225;225;225;225;225;225;225;225;225;225;225;225;225;225;225;225;225;225;225;225;225;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;#ND
113;RRB Energy;649;PS-1800;1800;No;80;100;3.5;15;25;690;#ND;0;0;0;0;0;0;0;12;31;65;107;170;232;333;433;549;665;765;865;972;1078;1194;1310;1417;1524;1605;1685;1720;1750;1778;1800;1800;1800;1800;1800;1800;1800;1800;1800;1800;1800;1800;1800;1800;1800;1800;1800;1800;1800;1800;1800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;#ND
25;Mitsubishi;138;MWT-1000-61;1000;No;45;69;5;12.5;25;690;#ND;0;0;0;0;0;0;0;0;0;0;44;100;162;210;268;330;406;485;568;670;767;880;984;996;998;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Air density: 1,225 kg/m3 - Turbulence : 10 %
25;Mitsubishi;562;MWT-92;2400;No;80;80;4;12.5;25;690;#ND;0;0;0;0;0;0;0;0;41;100;169;260;361;470;584;740;903;1120;1337;1555;1764;1965;2160;2265;2364;2400;2400;2400;2400;2400;2400;2400;2400;2400;2400;2400;2400;2400;2400;2400;2400;2400;2400;2400;2400;2400;2400;2400;2400;2400;2400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Air density: 1,225 kg/m3 - Turbulence : 10%
25;Mitsubishi;286;MWT-102-2.4;2400;No;80;80;4;11.5;25;690;#ND;0;0;0;0;0;0;0;0;80;150;221;350;482;630;783;980;1179;1450;1715;1910;2120;2300;2395;2400;2400;2400;2400;2400;2400;2400;2400;2400;2400;2400;2400;2400;2400;2400;2400;2400;2400;2400;2400;2400;2400;2400;2400;2400;2400;2400;2400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Air density: 1,225 kg/m3 - Turbulence : 10 %
25;Mitsubishi;561;MWT-95;2400;No;80;80;3.5;12;25;690;#ND;0;0;0;0;0;0;0;7;58;115;185;260;343;470;615;800;995;1190;1388;1615;1838;2030;2199;2320;2400;2400;2400;2400;2400;2400;2400;2400;2400;2400;2400;2400;2400;2400;2400;2400;2400;2400;2400;2400;2400;2400;2400;2400;2400;2400;2400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Air density: 1,225 kg/m3 - Turbulence : 10%
25;Mitsubishi;285;MWT-100-2.4;2400;No;80;80;3.5;11.5;25;690;#ND;0;0;0;0;0;0;0;10;65;110;170;290;420;570;721;910;1098;1355;1603;1840;2078;2290;2377;2400;2400;2400;2400;2400;2400;2400;2400;2400;2400;2400;2400;2400;2400;2400;2400;2400;2400;2400;2400;2400;2400;2400;2400;2400;2400;2400;2400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Air density: 1,225 kg/m3 - Turbulence : 10 %
13;Vergnet;88;GEV MP 275/32;275;No;55;60;4;12;30;400;2004;0;0;0;0;0;0;0;0;3;10;18;27;36;47;58;78;98;119;141;164;189;215;243;262;275;275;275;275;275;275;275;275;275;275;275;275;275;275;275;275;275;275;275;275;275;275;275;275;275;275;275;275;275;275;275;275;275;275;275;275;275;0;0;0;0;0;0;0;0;0;0;Air density: 1,225 kg/m3 - Turbulence : none
72;Leitwind;240;LTW80-1800;1800;No;60;80;3.5;14;25;690;#ND;0;0;0;0;0;0;0;40;87;130;178;230;295;390;501;600;720;860;1001;1150;1302;1435;1562;1660;1756;1780;1790;1797;1800;1800;1800;1800;1800;1800;1800;1800;1800;1800;1800;1800;1800;1800;1800;1800;1800;1800;1800;1800;1800;1800;1800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;#ND
72;Leitwind;544;LTW77-1500;1500;No;61.5;80;3;14;25;690;#ND;0;0;0;0;0;0;32;50;80;120;163;205;254;327;399;498;597;699;801;897;1010;1140;1269;1340;1401;1440;1474;1490;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;#ND
72;Leitwind;545;LTW80-1500;1500;No;60;80;3;13;25;690;#ND;0;0;0;0;0;0;17;45;75;110;140;200;265;348;430;554;678;802;926;1073;1220;1332;1443;1480;1497;1499;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;#ND
72;Leitwind;790;LTW101-3000;3000;No;95;143;2.5;15;25;690;2013;0;0;0;0;0;33;65;129;192;262;332;416;499;620;740;954;1168;1382;1596;1797;1997;2211;2425;2562;2699;2793;2886;2933;2979;2990;3000;3000;3000;3000;3000;3000;3000;3000;3000;3000;3000;3000;3000;3000;3000;3000;3000;3000;3000;3000;3000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;#ND
72;Leitwind;966;LTW101-2500;2500;No;95;143;2.5;15;25;690;#ND;0;0;0;0;0;33;65;129;192;262;332;416;499;620;740;907;1073;1284;1495;1699;1903;2040;2177;2257;2337;2387;2437;2464;2490;2498;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;#ND
72;Leitwind;967;LTW101-2000;2000;No;95;143;2.5;12;25;690;#ND;0;0;0;0;0;33;65;129;192;262;332;416;499;616;733;894;1054;1194;1334;1515;1696;1828;1960;1985;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;#ND
72;Leitwind;791;LTW86-1500;1500;No;80;80;2.5;13;20;690;#ND;0;0;0;0;0;8;20;43;69;120;173;252;330;470;580;680;792;911;1029;1156;1283;1370;1421;1460;1484;1495;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;#ND
72;Leitwind;1010;LTW80-1000;1000;No;65;80;3;12;25;690;#ND;0;0;0;0;0;0;3;34;65;108;151;216;280;370;460;571;681;780;876;930;972;989;996;998;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;#ND
72;Leitwind;965;LTW77-800;800;No;61.5;80;2.5;11;25;690;#ND;0;0;0;0;0;10;24;42;69;110;150;210;269;350;433;519;605;680;736;767;788;796;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;#ND
72;Leitwind;243;LTW77-1000;1000;No;61.5;80;2.5;11;25;690;#ND;0;0;0;0;0;10;24;45;69;110;150;210;269;350;433;520;617;730;839;900;952;985;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;#ND
87;e.n.o. energy;539;92;2200;No;103;123;3.5;14;25;690;2010;0;0;0;0;0;0;0;23;60;110;169;250;349;490;638;800;962;1150;1340;1480;1611;1750;1881;1975;2062;2130;2171;2192;2200;2200;2200;2200;2200;2200;2200;2200;2200;2200;2200;2200;2200;2200;2200;2200;2200;2200;2200;2200;2200;2200;2200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;#ND
87;e.n.o. energy;601;100;2200;No;99;99;3;12;25;690;#ND;0;0;0;0;0;0;20;61;120;200;280;400;515;669;822;1003;1183;1372;1561;1730;1887;2010;2122;2180;2200;2200;2200;2200;2200;2200;2200;2200;2200;2200;2200;2200;2200;2200;2200;2200;2200;2200;2200;2200;2200;2200;2200;2200;2200;2200;2200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;#ND
87;e.n.o. energy;889;114;3500;No;92;142;3.5;12;25;690;2012;0;0;0;0;0;0;0;71;126;230;341;450;574;720;890;1090;1327;1635;1937;2280;2640;3049;3320;3470;3500;3500;3500;3500;3500;3500;3500;3500;3500;3500;3500;3500;3500;3500;3500;3500;3500;3500;3500;3500;3500;3500;3500;3500;3500;3500;3500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;#ND
143;Wobben;871;E70/2300;2300;No;57;113;2;15.5;25;400;#ND;0;0;0;0;2;10;18;37;56;91;127;183;240;320;400;513;626;759;892;1058;1223;1407;1590;1745;1900;1990;2080;2155;2230;2265;2300;2310;2310;2310;2310;2310;2310;2310;2310;2310;2310;2310;2310;2310;2310;2310;2310;2310;2310;2310;2310;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;#ND
143;Wobben;873;E82/2300;2300;No;78;138;2;14;25;400;#ND;0;0;0;0;3;12;25;50;82;125;174;245;321;427;532;674;815;998;1180;1380;1580;1735;1890;1995;2100;2175;2240;2280;2300;2300;2300;2300;2300;2300;2300;2300;2300;2300;2300;2300;2300;2300;2300;2300;2300;2300;2300;2300;2300;2300;2300;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;#ND
143;Wobben;874;E82/3000;3000;No;59;84;2;17;25;400;#ND;0;0;0;0;3;12;25;50;82;120;174;240;321;420;532;674;815;998;1180;1380;1580;1740;1900;2050;2200;2340;2480;2590;2700;2775;2850;2900;2950;3000;3020;3020;3020;3020;3020;3020;3020;3020;3020;3020;3020;3020;3020;3020;3020;3020;3020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;#ND
87;e.n.o. energy;890;126;3500;No;117;137;3;10.5;25;690;#ND;0;0;0;0;0;0;110;234;341;490;644;840;1035;1338;1641;1979;2317;2655;2993;3313;3450;3500;3500;3500;3500;3500;3500;3500;3500;3500;3500;3500;3500;3500;3500;3500;3500;3500;3500;3500;3500;3500;3500;3500;3500;3500;3500;3500;3500;3500;3500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;#ND
87;e.n.o. energy;888;82/2050;2050;No;58.6;110;3.5;13;25;690;#ND;0;0;0;0;0;0;0;55;100;170;233;340;448;615;789;975;1166;1330;1488;1630;1758;1850;1930;1983;2035;2045;2050;2050;2050;2050;2050;2050;2050;2050;2050;2050;2050;2050;2050;2050;2050;2050;2050;2050;2050;2050;2050;2050;2050;2050;2050;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;#ND
3;Enercon;859;E92/2350;2350;No;78;138;2;13;25;690;2012;0;0;0;0;8;14;25;45;75;130;192;270;351;506;660;810;980;1190;1395;1610;1800;1940;2060;2190;2270;2310;2350;2350;2350;2350;2350;2350;2350;2350;2350;2350;2350;2350;2350;2350;2350;2350;2350;2350;2350;2350;2350;2350;2350;2350;2350;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Air density: 1,225 kg/m3
143;Wobben;1019;E92/2350;2350;No;85;138;2;13;25;690;#ND;0;0;0;0;8;14;25;45;75;130;192;270;351;506;660;810;980;1190;1395;1610;1800;1940;2060;2190;2270;2310;2350;2350;2350;2350;2350;2350;2350;2350;2350;2350;2350;2350;2350;2350;2350;2350;2350;2350;2350;2350;2350;2350;2350;2350;2350;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;#ND
131;Aeronautica Windpower;1020;30-250;250;No;30;50;3.5;16;20;400 - 480;#ND;0;0;0;0;0;0;0;4;9;14;18;23;28;42;57;72;88;105;122;136;150;163;175;186;196;205;213;221;228;234;240;245;250;250;250;250;250;250;250;250;250;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;#ND
131;Aeronautica Windpower;604;47-500;500;No;50;65;3.5;13.5;20;690;#ND;0;0;0;0;0;0;0;9;20;35;53;71;88;120;153;192;231;283;335;378;420;448;466;485;494;496;498;500;500;500;500;500;500;500;500;500;500;500;500;500;500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;#ND
131;Aeronautica Windpower;753;47-750;750;No;50;65;3.5;15;20;690;#ND;0;0;0;0;0;0;0;9;20;35;53;71;88;120;153;192;233;287;345;397;448;497;545;590;633;670;702;725;742;747;750;750;750;750;750;750;750;750;750;750;750;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;#ND
131;Aeronautica Windpower;754;54-750;750;No;50;65;3.5;13;20;690;#ND;0;0;0;0;0;0;0;13;27;47;71;95;122;160;202;255;310;370;429;499;569;630;678;710;732;744;752;752;751;751;750;750;750;750;750;750;750;750;750;750;750;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;#ND
131;Aeronautica Windpower;752;29-225;225;No;30;50;2;14;23;480;#ND;0;0;0;0;1;4;9;18;28;42;55;70;85;101;117;131;145;158;171;181;190;198;205;213;218;222;224;226;228;228;228;228;227;226;225;224;223;220;218;216;215;214;212;212;212;212;212;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;#ND
131;Aeronautica Windpower;919;33-225;225;No;30;50;2;12;23;480;#ND;0;0;0;0;1;5;12;23;35;51;66;84;102;121;140;157;174;188;202;209;216;221;225;227;228;227;226;226;226;226;225;225;225;224;223;223;222;222;221;220;218;217;216;215;214;214;214;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;#ND
85;ACSA;398;A27/225;225;No;31.5;50;3.5;14.5;25;400;#ND;0;0;0;0;0;0;0;2;5;11;17;25;33;44;55;69;83;99;115;132;149;165;181;195;205;214;220;222;224;225;225;225;225;225;225;225;225;225;225;225;225;225;225;225;225;225;225;225;225;225;225;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Air density: 1,23 kg/m3
85;ACSA;572;A29/225;225;No;31.5;50;3.5;14;25;400;#ND;0;0;0;0;0;0;0;3;7;14;21;30;38;50;62;77;92;110;128;147;165;183;196;208;216;221;223;224;225;225;225;225;225;225;225;225;225;225;225;225;225;225;225;225;225;225;225;225;225;225;225;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Air density: 1,23 kg/m3
89;AVIC Huide;702;HD1000;1000;No;#ND;#ND;3.5;16;25;#ND;#ND;0;0;0;0;0;0;0;11;22;46;70;100;130;176;222;280;348;417;487;558;630;705;780;831;883;925;961;987;1013;1035;1056;1061;1065;1063;1061;1060;1059;1052;1044;1040;1035;1028;1020;1015;1010;1006;1002;1001;1000;996;991;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;#ND
89;AVIC Huide;704;HD2000;2000;No;85;100;3.5;12;25;#ND;#ND;0;0;0;0;0;0;0;10;64;125;190;280;369;475;585;750;916;1140;1347;1560;1759;1890;2002;2030;2050;2050;2050;2050;2050;2050;2050;2050;2050;2050;2050;2050;2050;2050;2050;2050;2050;2050;2050;2050;2050;2050;2050;2050;2050;2050;2050;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;#ND
93;AWE;426;52-750;750;No;40;75;3;14.5;25;600 - 690;#ND;0;0;0;0;0;0;9;21;34;54;74;101;128;165;202;251;299;360;420;486;552;605;658;690;718;735;741;746;748;750;750;750;750;750;750;750;750;750;750;750;750;750;750;750;750;750;750;750;750;750;750;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Air density: 1,225 kg/m3
16;AAER;557;A1650-77;1650;No;65;80;3.5;12;20;#ND;#ND;0;0;0;0;0;0;0;25;57;90;141;190;258;340;422;532;642;781;919;1078;1237;1389;1541;1620;1650;1650;1650;1650;1650;1650;1650;1650;1650;1650;1650;1650;1650;1650;1650;1650;1650;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;#ND
17;Alizeo;69;Alizeo 1000/56;1000;No;50;50;4;13;15;690;#ND;0;0;0;0;0;0;0;0;7;27;47;72;98;134;170;223;277;343;409;484;558;641;723;840;921;980;1000;1000;1000;1000;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;#ND
17;Alizeo;70;Alizeo 1000/60;1000;No;50;50;4;12;15;690;#ND;0;0;0;0;0;0;0;0;5;28;51;80;110;159;203;261;319;400;480;570;660;753;846;970;1000;1000;1000;1000;1000;1000;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;#ND
17;Alizeo;844;Alizeo 1000/60 Softwind;1000;No;50;50;3.5;12;15;690;#ND;0;0;0;0;0;0;0;15;32;60;94;125;163;210;260;325;396;475;557;667;777;880;980;995;1000;1000;1000;1000;1000;1000;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;#ND
17;Alizeo;71;Alizeo 1000/64;1000;No;50;50;3.5;13.5;15;690;#ND;0;0;0;0;0;0;0;9;19;45;74;105;147;192;244;305;370;450;539;620;707;797;886;970;1009;1016;1019;1020;1020;1020;1020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;#ND
17;Alizeo;845;Alizeo 1000/64 Softwind;1000;No;50;50;3.5;12;15;690;#ND;0;0;0;0;0;0;0;15;32;63;94;129;163;211;260;330;396;476;557;667;777;880;970;992;1000;1000;1000;1000;1000;1000;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;#ND
62;Clipper;297;Liberty C100;2500;No;80;80;3.5;14;25;690;#ND;0;0;0;0;0;0;0;48;96;159;221;317;412;541;669;831;1010;1233;1456;1669;1882;2060;2235;2333;2419;2460;2485;2493;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;#ND
62;Clipper;294;Liberty C89;2500;No;80;80;3.5;14;25;690;2010;0;0;0;0;0;0;0;38;78;124;169;243;318;406;494;614;734;900;1075;1343;1610;1829;2048;2180;2281;2360;2429;2480;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;#ND
62;Clipper;295;Liberty C93;2500;No;80;80;3.5;14;25;690;2005;0;0;0;0;0;0;0;35;71;131;191;283;374;469;565;720;876;1067;1257;1483;1709;1940;2151;2260;2345;2420;2460;2490;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;#ND
62;Clipper;296;Liberty C96;2500;No;80;80;3.5;15;25;690;2006;0;0;0;0;0;0;0;49;99;152;205;290;374;484;593;756;918;1162;1405;1621;1836;2016;2196;2300;2370;2425;2468;2477;2486;2495;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;#ND
62;Clipper;933;Liberty C99;2500;No;80;80;3.5;14;25;690;#ND;0;0;0;0;0;0;0;55;113;177;240;332;424;533;643;791;940;1160;1391;1663;1935;2115;2271;2350;2408;2450;2479;2492;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;#ND
65;Doosan;673;WinDS3000/91;3000;No;80;80;3.5;13;25;#ND;#ND;0;0;0;0;0;0;0;54;108;159;210;281;351;440;529;675;820;1054;1288;1587;1887;2231;2576;2745;2900;2970;3000;3000;3000;3000;3000;3000;3000;3000;3000;3000;3000;3000;3000;3000;3000;3000;3000;3000;3000;3000;3000;3000;3000;3000;3000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;#ND
87;e.n.o. energy;408;82;2000;No;58.6;108;2.5;13;25;690;#ND;0;0;0;0;0;20;39;65;91;134;177;242;306;396;486;604;723;870;1018;1200;1382;1590;1757;1850;1911;1965;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;#ND
3;Enercon;1;E33/330;330;No;37;50;2.5;13;28;400;2004;0;0;0;0;0;3;5;9;14;22;30;43;55;74;92;115;138;167;196;223;250;273;293;308;320;330;335;335;335;335;335;335;335;335;335;335;335;335;335;335;335;335;335;335;335;335;335;335;335;335;335;335;335;335;335;335;335;0;0;0;0;0;0;0;0;0;0;0;0;0;0;#ND
75;Suedwind;1111;S46/600;600;No;51.5;74;3;12;24;690;1997;0;0;0;0;0;0;4;10;17;30;44;65;87;116;145;186;227;277;327;391;454;545;590;598;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Air density: 1,225 kg/m3
115;Eviag;540;ev100;2500;No;85;100;2.5;11.5;25;690;#ND;0;0;0;0;0;4;8;60;113;169;226;327;429;575;722;925;1128;1361;1594;1868;2143;2370;2470;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;#ND
115;Eviag;541;ev2.93;2050;No;85;140;3.5;12;25;690;#ND;0;0;0;0;0;0;0;34;68;121;174;261;348;476;605;797;990;1168;1345;1530;1715;1855;1985;2030;2050;2050;2050;2050;2050;2050;2050;2050;2050;2050;2050;2050;2050;2050;2050;2050;2050;2050;2050;2050;2050;2050;2050;2050;2050;2050;2050;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;#ND
115;Eviag;542;ev90;2500;No;85;100;4.5;13;25;690;#ND;0;0;0;0;0;0;0;0;0;65;141;215;289;402;525;706;896;1059;1240;1433;1645;1864;2082;2224;2365;2440;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;#ND
70;EWT;292;Directwind 750/52;750;No;40;75;2;14;25;#ND;#ND;0;0;0;0;1;4;8;18;31;50;69;97;124;155;199;240;297;357;417;482;546;605;652;690;714;735;740;748;750;750;750;750;750;750;750;750;750;750;750;750;750;750;750;750;750;750;750;750;750;750;750;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;#ND
70;EWT;293;Directwind 900/52;900;No;40;75;2;17;25;#ND;#ND;0;0;0;0;1;5;9;20;32;52;71;100;128;165;205;256;306;368;430;498;565;626;686;732;777;808;839;861;882;893;903;907;911;913;915;915;915;915;915;915;915;915;915;915;915;915;915;915;915;915;915;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;#ND
70;EWT;274;Directwind 900/54;900;No;40;75;2.5;14;25;#ND;#ND;0;0;0;0;0;7;12;25;40;60;80;111;142;182;229;288;347;419;491;557;623;689;754;808;852;878;897;909;915;915;915;915;915;915;915;915;915;915;915;915;915;915;915;915;915;915;915;915;915;915;915;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;#ND
44;Fuhrlaender;157;FL 1500/70;1500;No;65;100;2.5;12.5;25;690;2000;0;0;0;0;0;6;14;20;41;70;118;177;236;298;363;462;571;703;834;985;1129;1280;1410;1470;1495;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;#ND
44;Fuhrlaender;158;FL 1500/77;1500;No;61.5;111.5;2.5;12;20;690;2004;0;0;0;0;0;11;23;36;60;97;145;197;249;320;405;503;625;789;940;1060;1240;1360;1465;1496;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;#ND
44;Fuhrlaender;155;FL MD/70;1500;No;65;114.5;3.5;14;25;690;2000;0;0;0;0;0;0;0;15;34;62;89;138;187;262;336;440;545;640;750;872;1009;1143;1277;1360;1417;1470;1494;1498;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;#ND
