ManufacturerID;ManufacturerName;TurbineID;TurbineName;RatedPowerkW;Offshore;MinimumHubHeightM;MaximumHubHeightM;CutInMS;RatedMS;CutOffMS;Voltage;AvailableSince;ws0;ws0_5;ws1;ws1_5;ws2;ws2_5;ws3;ws3_5;ws4;ws4_5;ws5;ws5_5;ws6;ws6_5;ws7;ws7_5;ws8;ws8_5;ws9;ws9_5;ws10;ws10_5;ws11;ws11_5;ws12;ws12_5;ws13;ws13_5;ws14;ws14_5;ws15;ws15_5;ws16;ws16_5;ws17;ws17_5;ws18;ws18_5;ws19;ws19_5;ws20;ws20_5;ws21;ws21_5;ws22;ws22_5;ws23;ws23_5;ws24;ws24_5;ws25;ws25_5;ws26;ws26_5;ws27;ws27_5;ws28;ws28_5;ws29;ws29_5;ws30;ws30_5;ws31;ws31_5;ws32;ws32_5;ws33;ws33_5;ws34;ws34_5;ws35;Conditions
14;Vestas;31;V90/1800;1800;No;80;105;3;13;25;690;#ND;0;0;0;0;0;0;10;20;46;110;170;240;355;460;580;727;874;1047;1219;1382;1544;1642;1740;1775;1789;1795;1800;1800;1800;1800;1800;1800;1800;1800;1800;1800;1800;1800;1800;1800;1800;1800;1800;1800;1800;1800;1800;1800;1800;1800;1800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;#ND
14;Vestas;32;V90/2000;2000;No;95;125;3;13.5;25;690;2004;0;0;0;0;0;0;10;20;46;110;170;240;355;460;580;732;884;1065;1245;1428;1612;1756;1900;1940;1968;1980;1990;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;#ND
14;Vestas;176;V47/660;660;No;40;55;4.5;14;25;690;1997;0;0;0;0;0;0;0;0;0;15;51;85;120;172;225;290;360;410;460;510;550;585;610;625;638;648;655;658;660;660;660;660;660;660;660;660;660;660;660;660;660;660;660;660;660;660;660;660;660;660;660;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Air density: 1,225 kg/m3
14;Vestas;27;V52/850;850;No;65;86;3;14;25;690;2000;0;0;0;0;0;0;5;15;30;49;67;97;127;162;197;244;290;350;410;475;539;600;660;710;751;784;816;840;850;850;850;850;850;850;850;850;850;850;850;850;850;850;850;850;850;850;850;850;850;850;850;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;#ND
14;Vestas;30;V80/2000;2000;No;60;100;3.5;14.5;25;690;2000;0;0;0;0;0;0;0;35;70;117;165;225;285;372;459;580;701;832;964;1127;1289;1428;1567;1678;1788;1865;1941;1966;1990;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;#ND
3;Enercon;6;E82/2000;2000;No;78;138;2;12.5;25;400 - 690;2005;0;0;0;0;3;12;25;53;82;128;174;247;321;426;532;674;815;998;1180;1380;1580;1695;1810;1895;1965;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Air density: 1,225 kg/m3
143;Wobben;872;E82/2000;2000;No;78;138;2;13;25;400 - 690;#ND;0;0;0;0;3;12;25;53;82;128;174;247;321;426;532;674;815;998;1180;1380;1580;1695;1810;1895;1980;2020;2050;2050;2050;2050;2050;2050;2050;2050;2050;2050;2050;2050;2050;2050;2050;2050;2050;2050;2050;2050;2050;2050;2050;2050;2050;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;#ND
14;Vestas;208;V27/225;225;No;33.5;33.5;3.5;14;25;400 - 480;1989;0;0;0;0;0;0;0;2;5;10;17;25;32;43;53;68;82;99;115;132;148;165;181;193;205;212;218;223;225;225;225;225;225;225;225;225;225;225;225;225;225;225;225;225;225;225;225;225;225;225;225;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Air density: 1,225 kg/m3
3;Enercon;495;E82/2300;2300;No;78;138;2;14;25;690;2009;0;0;0;0;3;12;25;50;82;125;174;245;321;427;532;674;815;998;1180;1380;1580;1735;1890;1995;2100;2175;2240;2280;2300;2300;2300;2300;2300;2300;2300;2300;2300;2300;2300;2300;2300;2300;2300;2300;2300;2300;2300;2300;2300;2300;2300;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Air density: 1,225 kg/m3
3;Enercon;929;E82/2350;2350;No;59;84;2;14;25;690;#ND;0;0;0;0;3;12;25;50;82;125;174;245;321;427;532;674;815;998;1180;1380;1580;1735;1890;1995;2100;2175;2250;2315;2350;2350;2350;2350;2350;2350;2350;2350;2350;2350;2350;2350;2350;2350;2350;2350;2350;2350;2350;2350;2350;2350;2350;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;#ND
3;Enercon;983;E82/2050;2050;No;#ND;#ND;2;13;25;#ND;#ND;0;0;0;0;3;12;25;53;82;128;174;247;321;426;532;674;815;998;1180;1380;1580;1695;1810;1895;1980;2020;2050;2050;2050;2050;2050;2050;2050;2050;2050;2050;2050;2050;2050;2050;2050;2050;2050;2050;2050;2050;2050;2050;2050;2050;2050;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;#ND
154;Senvion;327;MM92/2050;2050;No;63.75;100;3.5;13;22;690;#ND;0;0;0;0;0;0;0;42;85;142;200;276;353;472;591;740;890;1138;1386;1557;1728;1835;1942;1990;2009;2040;2050;2050;2050;2050;2050;2050;2050;2050;2050;2050;2050;2050;2050;2050;2050;2050;2050;2050;2050;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;#ND
14;Vestas;177;V44/600;600;No;40;63;5;16;20;690;1995;0;0;0;0;0;0;0;0;0;0;30;55;77;106;135;171;206;247;287;329;371;411;450;482;514;536;558;570;582;590;598;599;600;600;600;600;600;600;600;600;600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Air density: 1,225 kg/m3
3;Enercon;5;E70/2300;2300;No;57;113;2;15.5;25;400 - 2000;2005;0;0;0;0;2;10;18;37;56;91;127;183;240;320;400;513;626;759;892;1058;1223;1407;1590;1745;1900;1990;2080;2155;2230;2265;2300;2310;2310;2310;2310;2310;2310;2310;2310;2310;2310;2310;2310;2310;2310;2310;2310;2310;2310;2310;2310;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Air density: 1,225 kg/m3
5;GE Energy;57;1.5sle;1500;No;61.4;85;3;15;25;690;2000;0;0;0;0;0;0;4;20;48;89;130;194;257;338;418;535;652;795;938;1071;1203;1277;1351;1394;1437;1459;1480;1488;1496;1498;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;#ND
14;Vestas;33;V90/3000;3000;No;65;105;3.5;16.5;25;1000;2002;0;0;0;0;0;0;0;38;77;133;190;271;353;467;581;733;886;1079;1272;1484;1696;1901;2106;2298;2489;2643;2797;2874;2951;2972;2993;2996;2999;3000;3000;3000;3000;3000;3000;3000;3000;3000;3000;3000;3000;3000;3000;3000;3000;3000;3000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Air density: 1,225 kg/m3
3;Enercon;3;E48/800;800;No;50;76;3;14;25;400 - 690;2004;0;0;0;0;0;0;5;14;25;42;60;85;110;145;180;227;275;337;400;477;555;613;671;710;750;770;790;802;810;810;810;810;810;810;810;810;810;810;810;810;810;810;810;810;810;810;810;810;810;810;810;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Air density: 1,225 kg/m3
143;Wobben;870;E48/800;800;No;50;76;3;14;25;400 - 690;#ND;0;0;0;0;0;0;5;14;25;42;60;85;110;145;180;227;275;337;400;477;555;613;671;710;750;770;790;802;810;810;810;810;810;810;810;810;810;810;810;810;810;810;810;810;810;810;810;810;810;810;810;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;#ND
4;Gamesa;42;G52/850;850;No;44;65;4;16;25;690;2001;0;0;0;0;0;0;0;0;28;47;65;94;123;163;203;255;307;371;435;500;564;625;685;733;780;820;841;845;848;849;849;849;850;850;850;850;850;850;850;850;850;850;850;850;850;850;850;850;850;850;850;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Turbulence: 10 %
3;Enercon;174;E70/2000;2000;No;64;113;2;14;25;690;2002;0;0;0;0;2;10;18;37;56;92;127;184;240;320;400;513;626;759;892;1058;1223;1407;1590;1710;1830;1890;1950;2010;2050;2050;2050;2050;2050;2050;2050;2050;2050;2050;2050;2050;2050;2050;2050;2050;2050;2050;2050;2050;2050;2050;2050;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Air density: 1,225 kg/m3
4;Gamesa;46;G87/2000;2000;Yes;67;100;3;14;25;690;2005;0;0;0;0;0;0;15;42;70;114;158;208;258;358;457;631;805;969;1132;1300;1468;1609;1750;1825;1900;1950;1990;1995;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;#ND
143;Wobben;877;E70/2000;2000;No;#ND;#ND;2;14;25;690;#ND;0;0;0;0;2;10;18;37;56;92;127;184;240;320;400;513;626;759;892;1058;1223;1407;1590;1710;1830;1890;1950;2010;2050;2050;2050;2050;2050;2050;2050;2050;2050;2050;2050;2050;2050;2050;2050;2050;2050;2050;2050;2050;2050;2050;2050;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;#ND
3;Enercon;172;E66/1800;1800;No;67;98;3.5;14;25;400 - 690;1999;0;0;0;0;0;0;0;18;35;68;101;148;194;264;334;417;500;613;725;859;992;1154;1316;1471;1625;1725;1800;1815;1820;1820;1820;1820;1820;1820;1820;1820;1820;1820;1820;1820;1820;1820;1820;1820;1820;1820;1820;1820;1820;1820;1820;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;#ND
4;Gamesa;47;G90/2000;2000;No;55;100;2.5;12;25;690;2005;0;0;0;0;0;18;27;52;77;123;170;241;312;427;542;715;888;1068;1249;1424;1600;1750;1901;1970;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;1960;1890;1786;1682;1559;1436;1296;1156;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;#ND
4;Gamesa;43;G58/850;850;No;44;74;3;14.5;25;690;2001;0;0;0;0;0;0;10;20;31;50;78;113;148;195;243;306;369;447;525;610;695;746;797;817;836;845;847;848;849;850;850;850;850;850;850;850;850;850;850;850;850;850;850;850;850;850;850;850;850;850;850;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;#ND
5;GE Energy;56;1.5sl;1500;No;61.4;80;3;15;25;690;2000;0;0;0;0;0;0;4;20;48;89;130;194;257;338;418;535;652;795;938;1071;1203;1277;1351;1394;1437;1459;1480;1488;1496;1498;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;#ND
8;Nordex;7;N90/2500;2500;No;65;80;3;13.5;25;660;2005;0;0;0;0;0;0;5;17;62;119;188;269;363;472;599;746;912;1097;1299;1515;1744;1969;2149;2288;2389;2456;2492;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;#ND
3;Enercon;164;E40/500;500;No;42;65;2.5;13.5;25;440;1993;0;0;0;0;0;1;4;11;19;30;40;53;69;88;112;135;165;197;237;279;328;362;396;435;465;483;496;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Air density: 1,225 kg/m3
143;Wobben;875;E40/500;500;No;42;65;2.5;13.5;25;440;#ND;0;0;0;0;0;1;4;11;19;30;40;53;69;88;112;135;165;197;237;279;328;362;396;435;465;483;496;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;#ND
3;Enercon;173;E40/600;600;No;#ND;#ND;2.5;13;25;440;1993;0;0;0;0;0;1;2;8;15;28;41;60;80;108;136;172;208;251;295;350;405;457;508;540;571;589;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Air density: 1,225 kg/m3
143;Wobben;876;E40/600;600;No;#ND;#ND;2.5;13;25;440;#ND;0;0;0;0;0;1;2;8;15;28;41;60;80;108;136;172;208;251;295;350;405;457;508;540;571;589;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;#ND
9;Repower;16;MM82;2000;No;59;100;3.5;15;22;690;2003;0;0;0;0;0;0;0;25;66;129;192;267;343;431;519;615;711;835;959;1157;1355;1518;1681;1771;1861;1904;1947;1970;1987;1996;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;#ND
41;Neg Micon;185;NM52/900;900;No;60;74;2.5;15.5;24;690;#ND;0;0;0;0;0;12;30;47;63;79;99;129;162;200;239;279;318;368;418;478;533;588;642;691;739;767;795;822;849;867;885;895;890;875;860;848;835;826;817;809;802;794;788;783;778;773;768;764;760;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;#ND
3;Enercon;4;E53/800;800;No;60;75;2;13;25;400 - 690;2006;0;0;0;0;2;8;14;26;38;57;77;109;141;185;228;282;336;408;480;562;645;710;744;765;785;802;810;810;810;810;810;810;810;810;810;810;810;810;810;810;810;810;810;810;810;810;810;810;810;810;810;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Air density: 1,225 kg/m3
9;Repower;18;MD77;1500;No;61.5;111.5;3.5;12.5;20;690;#ND;0;0;0;0;0;0;0;24;44;89;130;188;253;314;396;498;607;720;856;982;1095;1221;1330;1412;1474;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;#ND
14;Vestas;413;V112/3000;3000;No;84;119;3.5;15.5;25;#ND;2009;0;0;0;0;0;0;0;36;76;134;192;269;346;465;584;737;890;1098;1306;1514;1722;1942;2162;2352;2542;2701;2860;2930;2970;2983;2995;3000;3000;3000;3000;3000;3000;3000;3000;3000;3000;3000;3000;3000;3000;3000;3000;3000;3000;3000;3000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;#ND
5;GE Energy;54;1.5s;1500;Yes;54.7;100;3;13;24;690;1998;0;0;0;0;0;0;3;19;35;55;75;114;153;213;274;363;453;583;714;862;1011;1163;1315;1450;1489;1495;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;#ND
5;GE Energy;55;1.5se;1500;No;54.7;85;3;13;24;575;1998;0;0;0;0;0;0;3;19;35;55;75;114;153;213;274;363;453;583;714;862;1011;1163;1315;1450;1489;1495;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;#ND
14;Vestas;401;V29/225;225;No;31.5;51.5;3.5;14;25;400;1995;0;0;0;0;0;0;0;2;7;13;20;29;38;50;62;77;92;110;128;147;165;180;196;206;216;220;223;224;225;225;225;225;225;225;225;225;225;225;225;225;225;225;225;225;225;225;225;225;225;225;225;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Air density: 1,225 kg/m3 - Turbulence : 10%
10;Siemens;22;SWT-2.3-93;2300;Yes;80;101;3.5;13;25;750 - 690;2005;0;0;0;0;0;0;0;26;53;100;163;278;393;537;682;860;1039;1234;1430;1580;1730;1885;2040;2140;2241;2280;2300;2300;2300;2300;2300;2300;2300;2300;2300;2300;2300;2300;2300;2300;2300;2300;2300;2300;2300;2300;2300;2300;2300;2300;2300;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Air density: 1,225 kg/m3
50;Suzlon;222;S88/2100;2100;No;79;79;3.5;14;25;600 - 690;2006;0;0;0;0;0;0;0;12;20;32;52;101;220;430;615;768;912;1057;1201;1334;1463;1575;1684;1776;1864;1941;2013;2065;2100;2100;2100;2100;2100;2100;2100;2100;2100;2100;2100;2100;2100;2100;2100;2100;2100;2100;2100;2100;2100;2100;2100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;#ND
1;Dewind;91;D4;600;No;45;70;2.5;12;19;690;1996;0;0;0;0;0;2;7;15;22;37;52;73;93;126;158;201;244;299;354;422;489;560;590;598;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;#ND
4;Gamesa;44;G80/2000;2000;No;60;100;3.5;15;25;690;2002;0;0;0;0;0;0;0;20;40;76;113;163;213;300;388;513;639;802;965;1133;1300;1434;1568;1670;1772;1843;1913;1943;1973;1987;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;#ND
8;Nordex;12;N60/1300;1300;No;46;69;3.5;17;25;690;1997;0;0;0;0;0;0;0;10;29;45;73;102;131;186;241;308;376;456;536;620;704;788;871;944;1016;1075;1124;1195;1247;1274;1301;1322;1344;1354;1364;1355;1335;1322;1319;1316;1314;1313;1312;1309;1307;1301;1295;1293;1292;1292;1292;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Measured
14;Vestas;28;V82/1650;1650;No;59;80;3.5;13;20;690;2003;0;0;0;0;0;0;0;10;28;75;144;226;309;410;511;634;758;888;1017;1151;1285;1395;1504;1585;1637;1648;1650;1650;1650;1650;1650;1650;1650;1650;1650;1650;1650;1650;1650;1650;1650;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Air density: 1,225 kg/m3
39;Bonus;194;B23/150;150;No;30;40;4;13;25;400;#ND;0;0;0;0;0;0;0;0;2;5;11;16;22;29;36;47;59;71;84;97;109;120;131;139;146;150;154;154;154;152;149;144;140;135;131;127;124;122;121;120;119;118;118;118;118;118;118;117;117;117;117;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Air density: 1,23 kg/m3
9;Repower;15;MM92;2000;No;79;100;3;10.5;25;575 - 690;2005;0;0;0;0;0;0;20;57;94;150;205;298;391;518;645;812;979;1177;1375;1750;1950;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;#ND
14;Vestas;169;V39/500;500;No;40;53;4.5;15.5;25;690;1991;0;0;0;0;0;0;0;0;0;10;23;40;59;82;105;135;164;199;233;271;308;345;381;411;440;459;478;486;494;497;499;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Air density: 1,225 kg/m3
8;Nordex;8;N90/2300;2300;Yes;60;105;4;13;25;690;2002;0;0;0;0;0;0;0;0;35;105;175;264;352;466;580;725;870;1054;1237;1430;1623;1818;2012;2140;2230;2280;2300;2300;2300;2300;2300;2300;2300;2300;2300;2300;2300;2300;2300;2300;2300;2300;2300;2300;2300;2300;2300;2300;2300;2300;2300;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Measured
8;Nordex;412;N80/2500;2500;No;60;105;4;15;25;660;2000;0;0;0;0;0;0;0;0;15;68;121;186;251;342;433;550;667;821;974;1147;1319;1497;1675;1840;2004;2143;2281;2390;2463;2482;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Measured
154;Senvion;464;MM82/2050;2050;No;58.5;80;4;14.5;22;690;#ND;0;0;0;0;0;0;0;0;55;110;186;264;342;424;506;618;730;865;999;1195;1391;1558;1724;1829;1909;1960;2002;2025;2044;2050;2050;2050;2050;2050;2050;2050;2050;2050;2050;2050;2050;2050;2050;2050;2050;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;#ND
3;Enercon;537;E101/3000;3000;No;99;149;2;13;25;400;2010;0;0;0;0;3;18;37;70;118;180;258;360;479;635;790;995;1200;1455;1710;2025;2340;2620;2867;2970;2990;2995;3000;3000;3000;3000;3000;3000;3000;3000;3000;3000;3000;3000;3000;3000;3000;3000;3000;3000;3000;3000;3000;3000;3000;3000;3000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;#ND
76;Tacke;354;TW-600;600;No;50;50;3;17;25;690;#ND;0;0;0;0;0;0;3;15;25;36;47;60;79;106;132;165;197;233;268;306;343;380;416;447;478;501;523;548;573;591;608;622;628;630;631;630;628;628;627;625;623;619;615;612;608;604;600;600;600;600;600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Air density: 1,225 kg/m3
39;Bonus;333;B54/1000;1000;No;50;70;4;17.5;25;690;1997;0;0;0;0;0;0;0;0;24;45;69;98;130;175;219;277;334;399;463;531;598;664;730;789;847;900;929;955;973;985;991;995;997;998;999;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;#ND
154;Senvion;553;3.4M104;3400;No;73;100;4;13;25;950 - 30000;#ND;0;0;0;0;0;0;0;0;75;170;275;380;527;827;1126;1412;1698;1968;2237;2476;2715;2911;3106;3200;3285;3360;3400;3400;3400;3400;3400;3400;3400;3400;3400;3400;3400;3400;3400;3400;3400;3400;3400;3400;3400;3400;3400;3400;3400;3400;3400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;#ND
53;Nordtank;515;150XLR;150;No;32.5;32.5;5;13.5;15;400;#ND;0;0;0;0;0;0;0;0;0;0;6;13;21;31;40;52;63;75;87;100;113;124;134;143;152;157;160;161;160;158;154;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;#ND
14;Vestas;170;V25/200;200;No;30;38.5;4.5;15;27;480;1988;0;0;0;0;0;0;0;0;0;5;11;17;24;31;37;45;53;64;75;86;97;108;118;130;144;156;166;176;188;196;200;200;200;200;200;200;200;200;200;200;200;200;200;200;200;200;200;200;200;200;200;200;200;200;200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Air density: 1,06 kg/m3
14;Vestas;245;V42/600;600;No;40.5;53;4.5;16;25;690;#ND;0;0;0;0;0;0;0;0;0;10;22;43;65;92;120;154;188;228;268;312;356;398;440;475;510;533;556;580;594;596;598;599;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Air density: 1,225 kg/m3
71;Goldwind;441;GW82/1500;1500;No;70;100;3;11;25;690;#ND;0;0;0;0;0;0;29;63;96;140;184;238;291;376;461;588;715;931;1147;1300;1428;1470;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Air density: 1,225 kg/m3
8;Nordex;224;N100/2500;2500;No;75;100;4;12.5;20;660;#ND;0;0;0;0;0;0;0;0;50;136;221;326;431;576;720;911;1102;1339;1575;1797;2019;2162;2304;2390;2458;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Calculated
8;Nordex;149;N43/600;600;No;40;78;3;14;25;690;1995;0;0;0;0;0;0;1;8;17;31;45;58;72;96;124;160;196;237;277;320;363;404;444;489;534;562;584;605;619;619;619;618;617;608;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Measured
10;Siemens;551;SWT-2.3-101;2300;No;80;100;3;12;20;750;2008;0;0;0;0;0;0;9;64;119;180;249;359;469;585;700;888;1075;1303;1530;1800;2010;2115;2195;2260;2300;2300;2300;2300;2300;2300;2300;2300;2300;2300;2300;2300;2300;2300;2300;2300;2300;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;#ND
50;Suzlon;535;S82/1500;1500;No;82;82;4.5;14;20;690;#ND;0;0;0;0;0;0;0;0;0;40;99;165;244;361;479;604;730;853;976;1088;1200;1290;1374;1425;1457;1476;1494;1497;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;#ND
41;Neg Micon;236;NM44/750;750;No;40;56;3.5;15;25;690;#ND;0;0;0;0;0;0;0;4;10;18;27;47;67;98;130;164;199;243;288;329;370;419;467;508;549;594;639;685;715;735;747;746;743;741;738;732;725;718;711;707;705;705;705;705;705;705;705;705;705;705;705;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;#ND
14;Vestas;372;V66/1650;1650;No;60;78;3.5;17.5;25;690;#ND;0;0;0;0;0;0;0;6;13;47;81;125;169;229;289;369;448;546;644;751;858;964;1069;1166;1263;1347;1431;1492;1552;1585;1617;1631;1642;1647;1649;1650;1650;1650;1650;1650;1650;1650;1650;1650;1650;1650;1650;1650;1650;1650;1650;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;#ND
