DATAFLOW,LAST UPDATE,freq,indic_bt,nace_r2,s_adj,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2016-10,89.4,
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2016-11,89.8,
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2016-12,90.5,
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2017-01,91.2,
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2017-02,91.3,
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2017-03,91.1,
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2017-04,91.3,
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2017-05,90.9,
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2017-06,90.6,
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2017-07,90.5,
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2017-08,90.6,
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2017-09,90.9,
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2017-10,90.9,
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2017-11,91.5,
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2017-12,91.8,
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2018-01,92.2,
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2018-02,92.2,
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2018-03,92.2,
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2018-04,92.3,
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2018-05,93.0,
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2018-06,93.4,
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2018-07,93.8,
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2018-08,94.1,
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2018-09,94.4,
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2018-10,94.7,
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2018-11,94.5,
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2018-12,93.9,
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2019-01,94.1,
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2019-02,94.1,
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2019-03,94.2,
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2019-04,94.2,
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2019-05,94.1,
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2019-06,93.7,
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2019-07,93.7,
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2019-08,93.4,
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2019-09,93.6,
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2019-10,93.3,
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2019-11,93.5,
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2019-12,93.6,
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2020-01,93.6,
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2020-02,93.3,
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2020-03,91.9,
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2020-04,90.3,
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2020-05,90.0,
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2020-06,90.4,
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2020-07,90.8,
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2020-08,90.8,
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2020-09,91.0,
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2020-10,91.2,
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2020-11,91.4,
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2020-12,91.8,
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2021-01,93.3,
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2021-02,93.9,
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2021-03,94.9,
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2021-04,95.8,
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2021-05,96.7,
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2021-06,97.9,
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2021-07,99.8,
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2021-08,100.7,
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2021-09,102.6,
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2021-10,106.4,
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2021-11,107.9,
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2021-12,110.0,
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2022-01,114.7,
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2022-02,115.9,
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2022-03,121.1,
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2022-04,122.8,
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2022-05,123.8,
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2022-06,125.5,
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2022-07,128.8,
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2022-08,132.4,
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2022-09,133.6,
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2022-10,131.7,
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2022-11,130.6,
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2022-12,131.0,
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2023-01,129.0,
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2023-02,128.5,
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2023-03,127.5,
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2023-04,124.7,
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2023-05,123.0,
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2023-06,122.8,
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2023-07,122.2,
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2023-08,122.9,
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2023-09,123.7,
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2023-10,123.7,
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2023-11,123.0,
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2023-12,122.2,
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2024-01,121.7,
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2024-02,120.9,
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2024-03,120.6,
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2024-04,120.1,
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2024-05,119.9,
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2024-06,120.4,
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2024-07,120.9,
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2024-08,121.1,
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2024-09,120.6,
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2024-10,121.0,
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2024-11,122.5,
