DATAFLOW,LAST UPDATE,freq,indic_bt,nace_r2,s_adj,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2008-04,87.7,
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2008-05,88.6,
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2008-06,89.5,
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2008-07,90.5,
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2008-08,90.3,
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2008-09,90.2,
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2008-10,89.5,
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2008-11,87.8,
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2008-12,86.2,
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2009-01,85.5,
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2009-02,85.3,
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2009-03,84.6,
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2009-04,84.1,
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2009-05,84.1,
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2009-06,84.4,
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2009-07,83.9,
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2009-08,84.4,
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2009-09,84.2,
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2009-10,84.2,
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2009-11,84.4,
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2009-12,84.4,
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2010-01,85.1,
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2010-02,85.3,
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2010-03,85.7,
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2010-04,86.5,
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2010-05,86.9,
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2010-06,87.2,
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2010-07,87.4,
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2010-08,87.5,
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2010-09,87.7,
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2010-10,87.7,
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2010-11,88.0,
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2010-12,88.7,
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2011-01,89.7,
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2011-02,90.2,
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2011-03,90.9,
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2011-04,91.5,
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2011-05,91.5,
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2011-06,91.5,
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2011-07,91.8,
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2011-08,91.7,
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2011-09,92.0,
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2011-10,92.0,
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2011-11,92.2,
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2011-12,92.1,
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2012-01,92.7,
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2012-02,93.2,
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2012-03,93.5,
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2012-04,93.6,
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2012-05,93.4,
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2012-06,93.1,
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2012-07,93.4,
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2012-08,94.1,
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2012-09,94.1,
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2012-10,93.9,
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2012-11,93.8,
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2012-12,93.5,
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2013-01,93.7,
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2013-02,93.8,
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2013-03,93.6,
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2013-04,93.2,
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2013-05,93.0,
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2013-06,92.9,
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2013-07,93.1,
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2013-08,93.0,
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2013-09,93.1,
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2013-10,92.7,
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2013-11,92.6,
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2013-12,92.6,
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2014-01,92.5,
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2014-02,92.3,
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2014-03,92.1,
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2014-04,92.0,
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2014-05,91.9,
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2014-06,92.1,
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2014-07,92.0,
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2014-08,91.9,
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2014-09,92.1,
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2014-10,91.8,
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2014-11,91.5,
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2014-12,90.7,
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2015-01,90.0,
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2015-02,90.6,
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2015-03,91.0,
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2015-04,91.3,
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2015-05,91.2,
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2015-06,91.2,
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2015-07,91.0,
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2015-08,90.3,
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2015-09,89.9,
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2015-10,89.6,
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2015-11,89.7,
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2015-12,89.0,
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2016-01,88.2,
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2016-02,87.6,
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2016-03,87.8,
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2016-04,87.6,
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2016-05,88.1,
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2016-06,88.6,
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2016-07,88.8,
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2016-08,88.8,
ESTAT:STS_INPP_M(1.0),21/01/25 11:00:00,Monthly,Producer prices,"Industry (except construction, sewerage, waste management and remediation activities)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100",Euro area – 20 countries (from 2023),2016-09,88.8,
