Unnamed: 1,wind_offshore,wind_onshore,PV,demand
1,0.2366617242633708,0.1154332746479861,0.0,79814.11903708127
2,0.262065873284899,0.1330336101180988,0.0,78210.00896216091
3,0.2924456051885372,0.152858180615213,0.0,77124.79492633518
4,0.3051947937962162,0.1743529502474406,0.0,75885.8865951233
5,0.3151730770899994,0.1983114000476764,0.0,74402.44072635501
6,0.3657023728882609,0.2058247790423007,0.0,75842.29023939131
7,0.4178922654275949,0.2077454263329554,0.0,79364.80928895467
8,0.4596767270689117,0.206927636997549,0.0,83328.7716174376
9,0.4029426095118108,0.1904469529947539,0.007311548640173277,86116.00617343374
10,0.3239798519518316,0.1717097229258343,0.04057542253129009,87539.79066821627
11,0.280297426464539,0.1180771785446064,0.07106926398090718,88606.35961124423
12,0.2030048398096705,0.09369733234363155,0.0850851366651864,88032.08151194494
13,0.1634394347752884,0.08271566901572609,0.08176053597945054,86609.30419507244
14,0.1452208273205966,0.08876122393335406,0.06431576190233534,85167.16556698046
15,0.1204720606787266,0.0984859324580928,0.03408201919749852,84922.50907355729
16,0.1023411692831852,0.102008215045977,0.004752411788905516,86424.03498564432
17,0.08572586327934374,0.09889514219908167,0.0,89792.6846371835
18,0.07560541196947645,0.08333768029738246,0.0,91068.2243624066
19,0.06805228999077097,0.06621497368416293,0.0,90158.02000272606
20,0.06303620347982229,0.05223392973682544,0.0,87205.68702629682
21,0.05774739662736299,0.04291435410503263,0.0,84979.22817022767
22,0.05244558439395512,0.03581127070961055,0.0,83649.77704081319
23,0.06390521184655533,0.02546628897380849,0.0,80681.6322827182
24,0.07297045938887285,0.02487346661361456,0.0,77619.08264996973
1,0.09248691003148256,0.02808539943355093,0.0,84187.91287977603
2,0.1117975697724362,0.03124439760858531,0.0,83107.977142327
3,0.1079109105486904,0.03397170729982935,0.0,83149.8271317656
4,0.1059695574405512,0.03928985978409591,0.0,84358.62127698891
5,0.1154372385061166,0.05038390692791268,0.0,87961.6034335372
6,0.1127796452211135,0.06840753179621001,0.0,94922.23586440508
7,0.1028059461407327,0.0869885204394874,0.0,100834.4033432693
8,0.08439642191202121,0.1067945563415835,0.0,104269.3452653776
9,0.06663792771294498,0.1257739006575819,0.00762743379114863,106234.4509419061
10,0.06498359370242254,0.1420012390805839,0.04107169463772961,107571.9888385889
11,0.0720552788210592,0.1071972989462444,0.07898026425331674,108553.9363101283
12,0.07648257083540663,0.0754962599402808,0.1062184267775017,108309.9918988019
13,0.09322683051706371,0.06579007500753688,0.1124492723254858,107165.3488724887
14,0.113535886110115,0.07616879738390252,0.09462629165408495,105612.8374860043
15,0.136701057420259,0.1024994087333813,0.0536837621768216,104836.450589049
16,0.159624083363644,0.1330383633559516,0.006495982563888615,106553.3413501101
17,0.1568934370021203,0.1705398320646147,0.0,110593.8710075918
18,0.1271253067265388,0.1899744348601918,0.0,111937.0272314876
19,0.1064019705968623,0.1862323289448502,0.0,110534.8342135281
20,0.098298790394658,0.1664445055573135,0.0,106606.083673162
21,0.09812548016496056,0.1459575729149912,0.0,103022.372454297
22,0.1163520566007242,0.1326235437160554,0.0,100271.1300032149
23,0.1916164693792076,0.1348004589281981,0.0,96557.58447699447
24,0.2510295474644322,0.1716478913953541,0.0,93120.10231622178
1,0.3384475613479263,0.2279510930202129,0.0,90945.00804563433
2,0.4902429844658708,0.2826840137285769,0.0,90476.44510968568
3,0.6372560707784465,0.3272349934738801,0.0,90944.81289786196
4,0.7387106650235239,0.3672090903213453,0.0,92505.59408188766
5,0.7869971572195601,0.3917060105849076,0.0,96547.13973139206
6,0.8166088267116005,0.4099759182033258,0.0,103534.3986171751
7,0.8341636163599482,0.4294465987446324,0.0,109366.2987168196
8,0.8550192738541817,0.444192835763762,0.0,112792.97194277
9,0.8759633006099583,0.4669962976390939,0.02104839133942067,114384.3670568282
10,0.8902778684133821,0.4847401686096561,0.08815923962668225,114117.8749627566
11,0.9132877235638766,0.5100070851974938,0.1556892132087636,113172.1864576757
12,0.910033534610651,0.5055399195251952,0.2000873670352466,111951.8427741437
13,0.9382359284785711,0.5188758784375269,0.2054682005700181,109896.2317791858
14,0.9474679884767983,0.5495674368255736,0.1668054391251704,107611.3547431454
15,0.9488322699421623,0.5828761176870345,0.096482389849775,106269.2238196045
16,0.9485716157991886,0.6266799061571364,0.02192273056412866,107675.4139654367
17,0.9480879617198651,0.6610889575400402,0.0,111889.7442205133
18,0.9462734214417692,0.6865387482097685,0.0,113158.6269120192
19,0.9321256747304775,0.7058010724429057,0.0,111030.3839676216
20,0.8895688540320573,0.7128714067342273,0.0,106020.3614224024
21,0.850159279260968,0.7073160410711937,0.0,101320.3011289303
22,0.8178180071032005,0.6861092385146547,0.0,97697.40487076671
23,0.768698458191861,0.6788689021297323,0.0,92784.87148209385
24,0.7284165114825506,0.6403547880685291,0.0,88693.33249916026
1,0.6783421668216567,0.6059736966627347,0.0,84688.25567164413
2,0.6427164246884465,0.5725481902093079,0.0,83437.56023713232
3,0.5988518703629169,0.5419935843575778,0.0,83407.02653250158
4,0.5382839495846171,0.5249111193635603,0.0,84506.48329374008
5,0.4808652419440853,0.5030156674187908,0.0,88195.21269429459
6,0.4275588304615433,0.4890027742487832,0.0,95375.39733593595
7,0.37283233716492,0.4768124375229995,0.0,101523.9813847487
8,0.311158064650907,0.466675289590018,0.0,105143.6697842123
9,0.2417799217104915,0.4631226143422086,0.01390718294243264,106886.795394525
10,0.1786418275877096,0.4597004399432148,0.05347374485898265,108062.1050937616
11,0.2550131171590209,0.4442552105604236,0.09153964615003236,108827.7275623574
12,0.2858476924423787,0.4403607259765933,0.1153962260769007,108603.1911045168
13,0.3129636889585213,0.4370658329815636,0.1196242357581901,107467.3176591412
14,0.3267886931536378,0.4426189502497835,0.09773575774533505,105698.6091369548
15,0.314144040180529,0.4440549671215785,0.05533942738727436,104869.0145774403
16,0.2973739653815387,0.4472602787972665,0.01459820840831598,106054.285430905
17,0.3359993563639477,0.4587419813928378,0.0,109263.7201663303
18,0.4180348538542564,0.4718410719838462,0.0,109645.4427336878
19,0.5389591945607919,0.4874902882448129,0.0,107485.6295411155
20,0.6460113976642576,0.5019459767811095,0.0,102794.3262207966
21,0.6873931334884475,0.5027310514246152,0.0,98599.86975694168
22,0.6850499262941186,0.4969184540972449,0.0,95281.30123986004
23,0.7325125593659518,0.46959569170217,0.0,90866.959797555
24,0.7551154858817034,0.436620348735723,0.0,87053.7564473387
1,0.720475066266707,0.4099700529795731,0.0,84254.14199980129
2,0.667707582702749,0.4016103564996156,0.0,83339.27034950542
3,0.6927956392106657,0.4111646123175554,0.0,83573.18600441064
4,0.74671081008268,0.4264712897454572,0.0,84989.60585663252
5,0.7714149665702459,0.4311380340675666,0.0,88721.72503947298
6,0.7705147934553872,0.4283255835695041,0.0,95941.28815986148
7,0.751933233794254,0.4258277627106906,0.0,102179.0519971053
8,0.7178491628854712,0.4226381664645196,0.0,105986.8422354417
9,0.6789148016488311,0.4244575788779689,0.01163908761022887,108261.1379715561
10,0.640855599315102,0.4026531783487272,0.06032129888550859,109857.6741985477
11,0.5163742264252286,0.3734268697680177,0.1076859797934172,111246.9112676905
12,0.4259949731342169,0.3657973706304246,0.1382468989133065,111505.6636510598
13,0.3428084895918964,0.3268479359680332,0.1410276225905082,110769.4861918195
14,0.2814836344062849,0.3201672480619506,0.1110566319238541,109369.6602025284
15,0.2491251994259227,0.33990690149955,0.06099919781263751,108740.7579962818
16,0.2329640017184881,0.3815774109430948,0.00680280383293845,110316.9705741905
17,0.2092732853972904,0.4270096352157378,0.0,114209.3672279452
18,0.1753661447768149,0.4388737264122959,0.0,115530.5150309738
19,0.1312654148310107,0.4327421998176191,0.0,114366.9433438283
20,0.07997799120886896,0.4063534139569662,0.0,110573.7523326051
21,0.04380584718657565,0.3779595023224013,0.0,107200.743994388
22,0.02349740422616808,0.3548874412406482,0.0,104739.0491936949
23,0.01093727682257984,0.3237227634754445,0.0,101344.5269071209
24,0.008822278107390648,0.3184214934433534,0.0,98160.67326884402
1,0.01660598953827062,0.30222617579947,0.0,97775.2408665082
2,0.040155023688631,0.2940261767215061,0.0,97432.22064291997
3,0.06691568036976996,0.2917677711590331,0.0,97252.46222253007
4,0.1046176411240837,0.2857199494883461,0.0,96968.5668370004
5,0.1476201930455129,0.2870750850513708,0.0,96591.10896410745
6,0.2018886966633047,0.2851053368930748,0.0,98775.19538518858
7,0.2543430073945295,0.2888773251829633,0.0,102692.3236400224
8,0.3194904583407018,0.2892007294152678,0.0,106821.3469608873
9,0.3895972384042377,0.2893388614745682,0.01967316063868992,109436.5372458289
10,0.4682053313501152,0.2764240891484047,0.09032738882844965,109792.8096840151
11,0.6726742872287885,0.2498554661791515,0.1574342491747956,109162.3937761212
12,0.7271775727474499,0.2265008845644723,0.1982712784630848,107259.7076589859
13,0.7494701915247837,0.2041351197370286,0.1997378566913645,104697.7622073674
