;Rotterdam;Zeeland;Chemelot;Dordrecht;Venlo;Arnhem
Rotterdam;0.0;0.0;0.0;19.85568266288789;132.0095407698809;97.6098006987638
Zeeland;0.0;0.0;0.0;66.02298053724415;161.3009148133857;151.0799495087421
Chemelot;0.0;0.0;0.0;119.9181782551764;50.47153437638812;112.4574676902759
Dordrecht;19.85568266288789;66.02298053724415;119.9181782551764;0.0;113.3747980161953;86.35446456535581
Venlo;132.0095407698809;161.3009148133857;50.47153437638812;113.3747980161953;0.0;71.17574717444866
Arnhem;97.6098006987638;151.0799495087421;112.4574676902759;86.35446456535581;71.17574717444866;0.0
