,onDE,onBE,onUK,onNL,onNOS
0,88.79177984114399,0.0,0.0,,
1,88.79177984114399,0.0,0.0,,
2,88.79177984114399,0.0,0.0,,
3,88.79177984114399,0.0,0.0,,
4,88.79177984114399,0.0,0.0,,
5,88.79177984114399,0.0,0.0,,
6,88.79177984114399,0.0,0.0,,
7,88.79177984114399,0.0,0.0,,
8,88.79177984114399,0.0,0.0,,
9,88.79177984114399,0.0,0.0,,
10,88.79177984114399,0.0,0.0,,
11,88.79177984114399,0.0,0.0,,
12,88.79177984114399,0.0,0.0,,
13,88.79177984114399,0.0,0.0,,
14,88.79177984114399,0.0,0.0,,
15,88.79177984114399,0.0,0.0,,
16,88.79177984114399,0.0,0.0,,
17,88.79177984114399,0.0,0.0,,
18,88.79177984114399,0.0,0.0,,
19,88.79177984114399,0.0,0.0,,
20,88.79177984114399,0.0,0.0,,
21,88.79177984114399,0.0,0.0,,
22,88.79177984114399,0.0,0.0,,
23,88.79177984114399,0.0,0.0,,
24,88.79177984114399,0.0,0.0,,
25,88.79177984114399,0.0,0.0,,
26,88.79177984114399,0.0,0.0,,
27,88.79177984114399,0.0,0.0,,
28,88.79177984114399,0.0,0.0,,
29,88.79177984114399,0.0,0.0,,
30,88.79177984114399,0.0,0.0,,
31,88.79177984114399,0.0,0.0,,
32,88.79177984114399,0.0,0.0,,
33,88.79177984114399,0.0,0.0,,
34,88.79177984114399,0.0,0.0,,
35,88.79177984114399,0.0,0.0,,
36,88.79177984114399,0.0,0.0,,
37,88.79177984114399,0.0,0.0,,
38,88.79177984114399,0.0,0.0,,
39,88.79177984114399,0.0,0.0,,
40,88.79177984114399,0.0,0.0,,
41,88.79177984114399,0.0,0.0,,
42,88.79177984114399,0.0,0.0,,
43,88.79177984114399,0.0,0.0,,
44,88.79177984114399,0.0,0.0,,
45,88.79177984114399,0.0,0.0,,
46,88.79177984114399,0.0,0.0,,
47,88.79177984114399,0.0,0.0,,
48,88.79177984114399,0.0,0.0,,
49,88.79177984114399,0.0,0.0,,
50,88.79177984114399,0.0,0.0,,
