,onDE,onBE,onUK,onNL,onNOS
0,83.79995874902542,0.0,0.0,,3633.556996945724
1,83.79995874902542,0.0,0.0,,3633.556996945724
2,83.79995874902542,0.0,0.0,,3633.556996945724
3,83.79995874902542,0.0,0.0,,3633.556996945724
4,83.79995874902542,0.0,0.0,,3633.556996945724
5,83.79995874902542,0.0,0.0,,3633.556996945724
6,83.79995874902542,0.0,0.0,,3633.556996945724
7,83.79995874902542,0.0,0.0,,3633.556996945724
8,83.79995874902542,0.0,0.0,,3633.556996945724
9,83.79995874902542,0.0,0.0,,3633.556996945724
10,83.79995874902542,0.0,0.0,,3633.556996945724
11,83.79995874902542,0.0,0.0,,3633.556996945724
12,83.79995874902542,0.0,0.0,,3633.556996945724
13,83.79995874902542,0.0,0.0,,3633.556996945724
14,83.79995874902542,0.0,0.0,,3633.556996945724
15,83.79995874902542,0.0,0.0,,3633.556996945724
16,83.79995874902542,0.0,0.0,,3633.556996945724
17,83.79995874902542,0.0,0.0,,3633.556996945724
18,83.79995874902542,0.0,0.0,,3633.556996945724
19,83.79995874902542,0.0,0.0,,3633.556996945724
20,83.79995874902542,0.0,0.0,,3633.556996945724
21,83.79995874902542,0.0,0.0,,3633.556996945724
22,83.79995874902542,0.0,0.0,,3633.556996945724
23,83.79995874902542,0.0,0.0,,3633.556996945724
24,83.79995874902542,0.0,0.0,,3633.556996945724
25,83.79995874902542,0.0,0.0,,3633.556996945724
26,83.79995874902542,0.0,0.0,,3633.556996945724
27,83.79995874902542,0.0,0.0,,3633.556996945724
28,83.79995874902542,0.0,0.0,,3633.556996945724
29,83.79995874902542,0.0,0.0,,3633.556996945724
30,83.79995874902542,0.0,0.0,,3633.556996945724
31,83.79995874902542,0.0,0.0,,3633.556996945724
32,83.79995874902542,0.0,0.0,,3633.556996945724
33,83.79995874902542,0.0,0.0,,3633.556996945724
34,83.79995874902542,0.0,0.0,,3633.556996945724
35,83.79995874902542,0.0,0.0,,3633.556996945724
36,83.79995874902542,0.0,0.0,,3633.556996945724
37,83.79995874902542,0.0,0.0,,3633.556996945724
38,83.79995874902542,0.0,0.0,,3633.556996945724
39,83.79995874902542,0.0,0.0,,3633.556996945724
40,83.79995874902542,0.0,0.0,,3633.556996945724
41,83.79995874902542,0.0,0.0,,3633.556996945724
42,83.79995874902542,0.0,0.0,,3633.556996945724
43,83.79995874902542,0.0,0.0,,3633.556996945724
44,83.79995874902542,0.0,0.0,,3633.556996945724
45,83.79995874902542,0.0,0.0,,3633.556996945724
46,83.79995874902542,0.0,0.0,,3633.556996945724
47,83.79995874902542,0.0,0.0,,3633.556996945724
48,83.79995874902542,0.0,0.0,,3633.556996945724
49,83.79995874902542,0.0,0.0,,3633.556996945724
50,83.79995874902542,0.0,0.0,,3633.556996945724
51,83.79995874902542,0.0,0.0,,3633.556996945724
52,83.79995874902542,0.0,0.0,,3633.556996945724
53,83.79995874902542,0.0,0.0,,3633.556996945724
54,83.79995874902542,0.0,0.0,,3633.556996945724
55,83.79995874902542,0.0,0.0,,3633.556996945724
56,83.79995874902542,0.0,0.0,,3633.556996945724
57,83.79995874902542,0.0,0.0,,3633.556996945724
58,83.79995874902542,0.0,0.0,,3633.556996945724
59,83.79995874902542,0.0,0.0,,3633.556996945724
60,83.79995874902542,0.0,0.0,,3633.556996945724
61,83.79995874902542,0.0,0.0,,3633.556996945724
62,83.79995874902542,0.0,0.0,,3633.556996945724
63,83.79995874902542,0.0,0.0,,3633.556996945724
64,83.79995874902542,0.0,0.0,,3633.556996945724
65,83.79995874902542,0.0,0.0,,3633.556996945724
66,83.79995874902542,0.0,0.0,,3633.556996945724
67,83.79995874902542,0.0,0.0,,3633.556996945724
68,83.79995874902542,0.0,0.0,,3633.556996945724
69,83.79995874902542,0.0,0.0,,3633.556996945724
70,83.79995874902542,0.0,0.0,,3633.556996945724
71,83.79995874902542,0.0,0.0,,3633.556996945724
72,83.79995874902542,0.0,0.0,,3633.556996945724
73,83.79995874902542,0.0,0.0,,3633.556996945724
74,83.79995874902542,0.0,0.0,,3633.556996945724
75,83.79995874902542,0.0,0.0,,3633.556996945724
76,83.79995874902542,0.0,0.0,,3633.556996945724
77,83.79995874902542,0.0,0.0,,3633.556996945724
78,83.79995874902542,0.0,0.0,,3633.556996945724
79,83.79995874902542,0.0,0.0,,3633.556996945724
80,83.79995874902542,0.0,0.0,,3633.556996945724
81,83.79995874902542,0.0,0.0,,3633.556996945724
82,83.79995874902542,0.0,0.0,,3633.556996945724
83,83.79995874902542,0.0,0.0,,3633.556996945724
84,83.79995874902542,0.0,0.0,,3633.556996945724
85,83.79995874902542,0.0,0.0,,3633.556996945724
86,83.79995874902542,0.0,0.0,,3633.556996945724
87,83.79995874902542,0.0,0.0,,3633.556996945724
88,83.79995874902542,0.0,0.0,,3633.556996945724
89,83.79995874902542,0.0,0.0,,3633.556996945724
90,83.79995874902542,0.0,0.0,,3633.556996945724
91,83.79995874902542,0.0,0.0,,3633.556996945724
92,83.79995874902542,0.0,0.0,,3633.556996945724
93,83.79995874902542,0.0,0.0,,3633.556996945724
94,83.79995874902542,0.0,0.0,,3633.556996945724
95,83.79995874902542,0.0,0.0,,3633.556996945724
96,83.79995874902542,0.0,0.0,,3633.556996945724
97,83.79995874902542,0.0,0.0,,3633.556996945724
98,83.79995874902542,0.0,0.0,,3633.556996945724
99,83.79995874902542,0.0,0.0,,3633.556996945724
100,83.79995874902542,0.0,0.0,,3633.556996945724
101,83.79995874902542,0.0,0.0,,3633.556996945724
102,83.79995874902542,0.0,0.0,,3633.556996945724
103,83.79995874902542,0.0,0.0,,3633.556996945724
104,83.79995874902542,0.0,0.0,,3633.556996945724
105,83.79995874902542,0.0,0.0,,3633.556996945724
106,83.79995874902542,0.0,0.0,,3633.556996945724
107,83.79995874902542,0.0,0.0,,3633.556996945724
108,83.79995874902542,0.0,0.0,,3633.556996945724
109,83.79995874902542,0.0,0.0,,3633.556996945724
110,83.79995874902542,0.0,0.0,,3633.556996945724
111,83.79995874902542,0.0,0.0,,3633.556996945724
112,83.79995874902542,0.0,0.0,,3633.556996945724
113,83.79995874902542,0.0,0.0,,3633.556996945724
114,83.79995874902542,0.0,0.0,,3633.556996945724
115,83.79995874902542,0.0,0.0,,3633.556996945724
116,83.79995874902542,0.0,0.0,,3633.556996945724
117,83.79995874902542,0.0,0.0,,3633.556996945724
118,83.79995874902542,0.0,0.0,,3633.556996945724
119,83.79995874902542,0.0,0.0,,3633.556996945724
120,83.79995874902542,0.0,0.0,,3633.556996945724
121,83.79995874902542,0.0,0.0,,3633.556996945724
122,83.79995874902542,0.0,0.0,,3633.556996945724
123,83.79995874902542,0.0,0.0,,3633.556996945724
124,83.79995874902542,0.0,0.0,,3633.556996945724
125,83.79995874902542,0.0,0.0,,3633.556996945724
126,83.79995874902542,0.0,0.0,,3633.556996945724
127,83.79995874902542,0.0,0.0,,3633.556996945724
128,83.79995874902542,0.0,0.0,,3633.556996945724
129,83.79995874902542,0.0,0.0,,3633.556996945724
130,83.79995874902542,0.0,0.0,,3633.556996945724
131,83.79995874902542,0.0,0.0,,3633.556996945724
132,83.79995874902542,0.0,0.0,,3633.556996945724
133,83.79995874902542,0.0,0.0,,3633.556996945724
134,83.79995874902542,0.0,0.0,,3633.556996945724
135,83.79995874902542,0.0,0.0,,3633.556996945724
136,83.79995874902542,0.0,0.0,,3633.556996945724
137,83.79995874902542,0.0,0.0,,3633.556996945724
138,83.79995874902542,0.0,0.0,,3633.556996945724
139,83.79995874902542,0.0,0.0,,3633.556996945724
140,83.79995874902542,0.0,0.0,,3633.556996945724
141,83.79995874902542,0.0,0.0,,3633.556996945724
142,83.79995874902542,0.0,0.0,,3633.556996945724
143,83.79995874902542,0.0,0.0,,3633.556996945724
144,83.79995874902542,0.0,0.0,,3633.556996945724
145,83.79995874902542,0.0,0.0,,3633.556996945724
146,83.79995874902542,0.0,0.0,,3633.556996945724
147,83.79995874902542,0.0,0.0,,3633.556996945724
148,83.79995874902542,0.0,0.0,,3633.556996945724
149,83.79995874902542,0.0,0.0,,3633.556996945724
150,83.79995874902542,0.0,0.0,,3633.556996945724
151,83.79995874902542,0.0,0.0,,3633.556996945724
152,83.79995874902542,0.0,0.0,,3633.556996945724
153,83.79995874902542,0.0,0.0,,3633.556996945724
154,83.79995874902542,0.0,0.0,,3633.556996945724
155,83.79995874902542,0.0,0.0,,3633.556996945724
156,83.79995874902542,0.0,0.0,,3633.556996945724
157,83.79995874902542,0.0,0.0,,3633.556996945724
158,83.79995874902542,0.0,0.0,,3633.556996945724
159,83.79995874902542,0.0,0.0,,3633.556996945724
160,83.79995874902542,0.0,0.0,,3633.556996945724
161,83.79995874902542,0.0,0.0,,3633.556996945724
162,83.79995874902542,0.0,0.0,,3633.556996945724
163,83.79995874902542,0.0,0.0,,3633.556996945724
