,DE00,BE00,UK00,NL00,NOS0
0,83.79995874902542,0.0,0.0,,3750.9472996503314
1,83.79995874902542,0.0,0.0,,3750.9472996503314
2,83.79995874902542,0.0,0.0,,3750.9472996503314
3,83.79995874902542,0.0,0.0,,3750.9472996503314
4,83.79995874902542,0.0,0.0,,3750.9472996503314
5,83.79995874902542,0.0,0.0,,3750.9472996503314
6,83.79995874902542,0.0,0.0,,3750.9472996503314
7,83.79995874902542,0.0,0.0,,3750.9472996503314
8,83.79995874902542,0.0,0.0,,3750.9472996503314
9,83.79995874902542,0.0,0.0,,3750.9472996503314
10,83.79995874902542,0.0,0.0,,3750.9472996503314
11,83.79995874902542,0.0,0.0,,3750.9472996503314
12,83.79995874902542,0.0,0.0,,3750.9472996503314
13,83.79995874902542,0.0,0.0,,3750.9472996503314
14,83.79995874902542,0.0,0.0,,3750.9472996503314
15,83.79995874902542,0.0,0.0,,3750.9472996503314
16,83.79995874902542,0.0,0.0,,3750.9472996503314
17,83.79995874902542,0.0,0.0,,3750.9472996503314
18,83.79995874902542,0.0,0.0,,3750.9472996503314
19,83.79995874902542,0.0,0.0,,3750.9472996503314
20,83.79995874902542,0.0,0.0,,3750.9472996503314
21,83.79995874902542,0.0,0.0,,3750.9472996503314
22,83.79995874902542,0.0,0.0,,3750.9472996503314
23,83.79995874902542,0.0,0.0,,3750.9472996503314
24,83.79995874902542,0.0,0.0,,3750.9472996503314
25,83.79995874902542,0.0,0.0,,3750.9472996503314
26,83.79995874902542,0.0,0.0,,3750.9472996503314
27,83.79995874902542,0.0,0.0,,3750.9472996503314
28,83.79995874902542,0.0,0.0,,3750.9472996503314
29,83.79995874902542,0.0,0.0,,3750.9472996503314
30,83.79995874902542,0.0,0.0,,3750.9472996503314
31,83.79995874902542,0.0,0.0,,3750.9472996503314
32,83.79995874902542,0.0,0.0,,3750.9472996503314
33,83.79995874902542,0.0,0.0,,3750.9472996503314
34,83.79995874902542,0.0,0.0,,3750.9472996503314
35,83.79995874902542,0.0,0.0,,3750.9472996503314
36,83.79995874902542,0.0,0.0,,3750.9472996503314
37,83.79995874902542,0.0,0.0,,3750.9472996503314
38,83.79995874902542,0.0,0.0,,3750.9472996503314
39,83.79995874902542,0.0,0.0,,3750.9472996503314
40,83.79995874902542,0.0,0.0,,3750.9472996503314
41,83.79995874902542,0.0,0.0,,3750.9472996503314
42,83.79995874902542,0.0,0.0,,3750.9472996503314
43,83.79995874902542,0.0,0.0,,3750.9472996503314
44,83.79995874902542,0.0,0.0,,3750.9472996503314
45,83.79995874902542,0.0,0.0,,3750.9472996503314
46,83.79995874902542,0.0,0.0,,3750.9472996503314
47,83.79995874902542,0.0,0.0,,3750.9472996503314
48,83.79995874902542,0.0,0.0,,3750.9472996503314
49,83.79995874902542,0.0,0.0,,3750.9472996503314
50,83.79995874902542,0.0,0.0,,3750.9472996503314
51,83.79995874902542,0.0,0.0,,3750.9472996503314
52,83.79995874902542,0.0,0.0,,3750.9472996503314
53,83.79995874902542,0.0,0.0,,3750.9472996503314
54,83.79995874902542,0.0,0.0,,3750.9472996503314
55,83.79995874902542,0.0,0.0,,3750.9472996503314
56,83.79995874902542,0.0,0.0,,3750.9472996503314
57,83.79995874902542,0.0,0.0,,3750.9472996503314
58,83.79995874902542,0.0,0.0,,3750.9472996503314
59,83.79995874902542,0.0,0.0,,3750.9472996503314
60,83.79995874902542,0.0,0.0,,3750.9472996503314
61,83.79995874902542,0.0,0.0,,3750.9472996503314
62,83.79995874902542,0.0,0.0,,3750.9472996503314
63,83.79995874902542,0.0,0.0,,3750.9472996503314
64,83.79995874902542,0.0,0.0,,3750.9472996503314
65,83.79995874902542,0.0,0.0,,3750.9472996503314
66,83.79995874902542,0.0,0.0,,3750.9472996503314
67,83.79995874902542,0.0,0.0,,3750.9472996503314
68,83.79995874902542,0.0,0.0,,3750.9472996503314
69,83.79995874902542,0.0,0.0,,3750.9472996503314
70,83.79995874902542,0.0,0.0,,3750.9472996503314
71,83.79995874902542,0.0,0.0,,3750.9472996503314
72,83.79995874902542,0.0,0.0,,3750.9472996503314
73,83.79995874902542,0.0,0.0,,3750.9472996503314
74,83.79995874902542,0.0,0.0,,3750.9472996503314
75,83.79995874902542,0.0,0.0,,3750.9472996503314
76,83.79995874902542,0.0,0.0,,3750.9472996503314
77,83.79995874902542,0.0,0.0,,3750.9472996503314
78,83.79995874902542,0.0,0.0,,3750.9472996503314
79,83.79995874902542,0.0,0.0,,3750.9472996503314
80,83.79995874902542,0.0,0.0,,3750.9472996503314
81,83.79995874902542,0.0,0.0,,3750.9472996503314
82,83.79995874902542,0.0,0.0,,3750.9472996503314
83,83.79995874902542,0.0,0.0,,3750.9472996503314
84,83.79995874902542,0.0,0.0,,3750.9472996503314
85,83.79995874902542,0.0,0.0,,3750.9472996503314
86,83.79995874902542,0.0,0.0,,3750.9472996503314
87,83.79995874902542,0.0,0.0,,3750.9472996503314
88,83.79995874902542,0.0,0.0,,3750.9472996503314
89,83.79995874902542,0.0,0.0,,3750.9472996503314
90,83.79995874902542,0.0,0.0,,3750.9472996503314
91,83.79995874902542,0.0,0.0,,3750.9472996503314
92,83.79995874902542,0.0,0.0,,3750.9472996503314
93,83.79995874902542,0.0,0.0,,3750.9472996503314
94,83.79995874902542,0.0,0.0,,3750.9472996503314
95,83.79995874902542,0.0,0.0,,3750.9472996503314
96,83.79995874902542,0.0,0.0,,3750.9472996503314
