timestep;Demand;Import limit;Export limit;Import price;Export price;Import emission factor;Export emission factor;Generic production
2030-01-01 00:00:00;561.259283534824;1153.130831747033;0.0;210.02100210021004;0.0;0.0;0.0;0.0
2030-01-01 01:00:00;561.2108315814353;1153.130831747033;0.0;210.02100210021004;0.0;0.0;0.0;0.0
2030-01-01 02:00:00;560.5957088759175;1153.130831747033;0.0;210.02100210021004;0.0;0.0;0.0;0.0
2030-01-01 03:00:00;560.3287441726757;1153.130831747033;0.0;210.02100210021004;0.0;0.0;0.0;0.0
2030-01-01 04:00:00;560.2774539052829;1153.130831747033;0.0;210.02100210021004;0.0;0.0;0.0;0.0
2030-01-01 05:00:00;560.2181631059409;1153.130831747033;0.0;210.02100210021004;0.0;0.0;0.0;0.0
2030-01-01 06:00:00;560.2045393429646;1153.130831747033;0.0;210.02100210021004;0.0;0.0;0.0;0.0
2030-01-01 07:00:00;559.7549231626206;1153.130831747033;0.0;210.02100210021004;0.0;0.0;0.0;0.0
2030-01-01 08:00:00;559.7495605203484;1153.130831747033;0.0;210.02100210021004;0.0;0.0;0.0;0.0
2030-01-01 09:00:00;559.8258215908876;1153.130831747033;0.0;210.02100210021004;0.0;0.0;0.0;0.0
2030-01-01 10:00:00;559.9697763051815;1153.130831747033;0.0;210.02100210021004;0.0;0.0;0.0;0.0
2030-01-01 11:00:00;560.1231899341058;1153.130831747033;0.0;210.02100210021004;0.0;0.0;0.0;0.0
2030-01-01 12:00:00;560.1857266635528;1153.130831747033;0.0;210.02100210021004;0.0;0.0;0.0;0.0
2030-01-01 13:00:00;560.2282209175341;1153.130831747033;0.0;210.02100210021004;0.0;0.0;0.0;0.0
2030-01-01 14:00:00;560.2295147178436;1153.130831747033;0.0;210.02100210021004;0.0;0.0;0.0;0.0
2030-01-01 15:00:00;560.1900560942704;1153.130831747033;0.0;210.02100210021004;0.0;0.0;0.0;0.0
2030-01-01 16:00:00;560.2118815454277;1153.130831747033;0.0;210.02100210021004;0.0;0.0;0.0;0.0
2030-01-01 17:00:00;560.1920585131239;1153.130831747033;0.0;210.02100210021004;0.0;0.0;0.0;0.0
