Date;Hour;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016
02.10.;20;83659.85045;84537.70859;86084.97684;80687.18585;83374.34979;88865.62112;86683.67444;86477.6863;85384.46415;86554.66523;85106.81116;85845.02464;84597.45514;84712.70609;87316.27197;84796.3583;90720.75616;84163.6617;84741.44837;81237.48984;85697.0717;83415.42311;84696.3857;87009.33398;83246.19002;84014.7872;88446.04525;87473.067;84925.68024;82225.10009;84724.55639;88978.1414;83789.78435;87609.13337;85513.9161
02.10.;21;75634.31683;76356.26688;77958.78698;72884.77149;75366.0098;81091.94789;78583.69401;78269.88398;77240.01987;78417.70939;76989.61398;77694.93772;76487.77361;76860.94831;79307.89488;76780.19166;82248.05943;76109.24601;76665.75096;73411.57535;77570.52246;75466.1481;76645.12518;78799.1003;75283.43032;75939.03897;80305.08073;79246.31626;76789.06479;74284.48234;76631.89794;80867.2969;75794.85797;79689.36666;77348.53434
02.10.;22;67037.21821;67684.94833;69050.16738;64680.21443;66793.40436;71905.8542;69509.77129;69334.20672;68434.28035;69424.84361;68115.858;68692.32362;67784.56443;67995.25306;70230.62077;68158.78191;72952.4106;67619.42433;68127.18253;65306.19617;68590.50238;66863.31612;67914.3414;69829.61721;67011.80848;67178.96036;71207.82734;70144.81772;67831.07796;65909.46489;67866.84816;71843.97144;67166.64253;70610.02144;68496.67535
02.10.;23;61704.2413;62358.54365;63655.3306;59420.56055;61514.90651;66655.08359;64113.49539;63886.49305;63042.48333;64257.24883;62719.75998;63150.8782;62439.61237;62567.69907;64979.25653;62861.07553;67439.26565;62412.87645;62895.61865;59996.84662;63112.93707;61538.71221;62599.75419;64473.42601;61771.87378;61734.49069;65725.3731;64709.61559;62297.43306;60605.27442;62535.42334;66647.90369;61826.78302;65061.49218;63140.01394
02.10.;24;58730.47252;59392.02209;60772.48596;56442.59097;58613.07316;63861.68001;61189.41044;61003.71955;60101.89903;61357.53245;59836.57027;60195.99062;59528.20149;59574.29282;62211.25915;59911.30908;64712.198;59387.87876;59924.36325;56771.35297;60158.54604;58641.32741;59744.75435;61655.18477;58712.90214;58755.94267;62885.4665;61894.84517;59344.40307;57616.78064;59647.56816;64119.92955;58868.90907;62212.28855;60245.89276
03.10.;1;51592.34629;50373.74968;54058.95133;47270.6377;51952.24057;56816.23122;53757.06274;54501.11004;51729.50423;54129.60427;52673.25654;53130.59334;52699.94272;51791.43792;55473.0753;54159.694;57966.24363;53519.82843;53202.75224;50936.69788;52273.91832;51759.18578;52717.61116;54582.8481;52091.42015;51355.79301;56803.10638;54122.63831;50883.12952;50294.66576;52134.35782;57246.05224;51897.91054;54337.43532;53528.46922
03.10.;2;50670.62606;49311.82703;53399.35171;46108.49567;51179.81632;56651.85217;53075.66219;53837.50628;50862.36117;53368.79038;51900.55468;52440.18471;51854.04714;50996.15705;55057.13026;53462.18608;57649.08959;52700.86201;52352.57381;49765.65087;51506.50785;50956.83006;52017.96327;54116.92627;51066.42869;50462.78563;56501.2906;53526.29894;50042.93538;49323.32182;51365.58908;57186.10386;51052.03492;53813.77286;52818.63413
03.10.;3;50802.2945;49068.00447;53986.24995;45558.81117;51561.2894;57900.54682;53610.22741;54586.43589;50969.72171;53977.32135;52217.55644;52883.59022;52098.10308;51223.95222;55863.50746;54053.05261;58791.75327;53061.57505;52593.81485;49453.52815;51803.07037;51169.55831;52384.37537;54822.89326;51034.5233;50534.39208;57564.74776;54093.99309;50171.62653;49183.83796;51593.9451;58368.89119;51150.60852;54420.83178;53219.21538
03.10.;4;52679.60382;50608.29195;56431.35588;46553.99058;53760.11906;60845.00327;55927.44452;57225.94135;52860.59558;56293.71034;54425.17927;55291.85209;54356.24593;53110.96953;58511.05248;56684.55838;61970.19147;55580.92631;54821.23629;51004.25946;53839.89227;53118.98266;54636.41046;57369.44435;52938.07911;52418.29621;60675.72633;56480.55803;52041.92384;50672.66949;53631.03524;61459.3576;53079.81777;56715.19002;55591.4105
03.10.;5;56802.3775;54679.86736;60648.39842;50455.79968;57899.81023;64742.8746;60099.35134;61598.0098;56960.7466;60386.04004;58659.4185;59638.20098;58783.1724;57186.56668;62649.2637;61047.49399;66317.39461;60064.90908;59020.3638;55076.16825;57983.39616;57229.15041;58845.5799;61667.01503;57075.51657;56580.41544;65095.56066;60629.38442;56158.02959;54491.31111;57863.98471;65708.62441;57215.38213;60729.96726;59876.39568
03.10.;6;60693.28988;58657.31555;64328.01433;54487.86075;61716.07952;68001.1566;63842.24243;65277.07323;60824.6549;64041.16969;62480.82961;63373.10896;62608.70802;61039.34295;66127.83607;64663.5272;69689.43894;63853.12978;62810.2717;59016.67645;61841.65308;61042.26252;62637.53492;65284.28775;60876.77444;60545.58153;68630.75296;64215.96829;59985.4289;58306.37561;61641.99026;69324.21516;61134.1944;64413.98066;63561.51877
03.10.;7;63217.41982;61089.90148;66637.83982;57188.52656;64095.2521;70132.95927;66186.30375;67566.83022;63231.99187;66304.42489;64866.45407;65550.08123;64943.50014;63403.21853;68391.31275;66861.44456;71808.11931;66191.789;65146.94933;61552.66021;64205.67652;63426.89338;64958.78136;67472.04916;63296.66786;62975.21964;70883.59859;66467.21603;62326.36047;60919.82771;63946.8723;71660.30394;63678.39971;66860.2911;65892.58362
03.10.;8;64843.66349;63583.69976;67928.65482;59238.52573;65613.7575;70913.71663;67538.39902;68964.72331;64773.80502;67564.52387;66468.42747;68465.53903;67354.90531;64937.64701;69533.38121;68268.42225;74119.60209;67865.49639;66719.47938;63427.69776;65616.9522;65055.01814;66142.63841;69128.70741;65715.06423;64847.90733;71946.84546;67654.00237;63810.33851;62755.63306;65337.03502;71748.90013;65175.31091;67631.9758;67396.19734
03.10.;9;67540.78437;66716.24512;69960.03907;62573.20064;67947.45849;71921.34578;69394.85919;71249.34145;67377.89281;69479.78812;69035.05065;71691.5725;70129.67699;67673.0804;71386.8454;70413.573;76602.01334;70448.75976;69152.82079;66370.22575;67991.2907;67682.20657;68266.14042;71254.06325;68174.65067;67449.19625;74027.92441;70078.43222;66297.87959;65318.41742;67847.87219;72289.90325;67680.72197;68929.34946;69863.3364
03.10.;10;70051.36874;69812.47863;72207.18432;65808.44576;70359.98205;73768.35211;71651.08595;73570.40829;69834.3085;71844.89833;71511.42691;74248.26455;73297.05739;70242.90007;73186.08204;72737.03359;79220.7821;73192.583;71669.88575;69122.21275;70423.8699;70502.65898;70620.21792;73955.03763;70824.87619;70088.66834;76116.2817;72514.21878;68678.61743;68065.64301;70423.04312;73791.37959;69992.52147;70937.68295;72283.68325
03.10.;11;70658.66071;70529.03683;72409.96522;67490.0958;70890.58704;73434.50146;71658.38795;73742.22385;70324.92081;72032.83518;72004.09586;74755.3488;74270.19875;71082.68768;72985.31615;73205.42489;79415.44125;73887.14399;72319.78319;70137.46213;70924.92935;71125.45535;71034.90323;74420.82294;71315.95979;70720.79667;76402.16067;73251.62588;69191.15012;68790.31767;70936.55637;73717.97886;70253.65826;71114.08202;72783.50158
03.10.;12;69942.35757;70115.92904;71786.28284;67191.85399;70306.23025;72787.4763;70829.37714;73023.75853;69516.75449;71335.82156;71412.27705;74213.45392;73509.41216;70719.74329;72167.02641;72709.20508;78650.54606;73406.22714;71719.66147;69654.66514;70442.83321;70662.8114;70336.62769;73676.86446;70786.68793;70136.57213;75786.33288;72819.95355;68514.27595;68406.53942;70475.41182;72871.61132;69449.96289;70318.08309;72284.88042
03.10.;13;68629.73186;68664.94902;70571.19628;66091.90115;68927.42954;71479.31031;69326.85822;71556.59038;68009.06609;69786.31448;70042.05969;72717.66825;71899.61753;69341.18534;70745.97268;71392.7977;77289.69496;72196.55119;70440.79371;68340.84242;69384.10173;69292.54928;69091.52385;72283.50995;69421.69072;68749.52724;74356.99175;71392.69731;67204.44665;67349.50507;69075.96188;71478.41539;68077.96225;68816.92271;70887.56211
03.10.;14;67429.37774;67488.5645;69942.28725;65085.95556;67794.8314;70756.42184;68367.95993;70613.43803;67003.91733;68636.11076;69242.22152;71704.09662;70831.43997;68114.0086;69787.91737;70559.32592;76508.76335;71333.9312;69528.50539;67102.47594;68416.15167;68295.02615;68151.70517;71345.41736;68580.93272;67610.17064;73509.60184;70360.69082;66275.57608;66396.54476;68343.66905;70649.93612;67126.46776;67789.57754;69894.3366
03.10.;15;66280.62774;66282.06516;69270.4394;63771.73243;66657.31283;69916.18621;67387.22768;69548.24536;65876.72822;67455.47953;68374.57493;70573.7368;69714.59512;66822.90865;68789.93852;69658.80863;75718.09203;70518.41294;68583.85501;65877.74966;67421.77102;67267.57779;66998.52113;70396.29043;67584.76418;66471.60338;72790.94473;69466.86739;65167.84962;65142.80215;67382.53931;69832.10831;66060.79894;66687.59902;69011.09253
03.10.;16;66734.88264;66635.08221;69959.24602;63874.5282;67173.45282;70586.92558;68087.13007;70241.22557;66314.52717;67985.81759;68820.27521;71292.86736;70289.20087;67138.05887;69435.4225;70092.86148;76660.98556;70791.54109;69017.65736;66016.14303;67882.95896;67565.60643;67491.00505;71083.671;68312.47716;66948.66973;73451.83767;69908.989;65685.24236;65507.16335;67812.17739;70530.05275;66617.74246;67332.19891;69477.15946
03.10.;17;68270.79514;68198.70297;72288.15599;64887.28503;68625.2155;72226.38812;69841.34672;71723.29842;67826.56919;69498.92964;70459.68534;73004.0955;72308.33237;68875.26744;70968.46985;71866.98574;78944.31759;72502.00268;70766.23484;67528.45047;69829.44967;69187.00729;68976.10999;73463.46738;70680.71864;68741.02633;75203.74363;71357.13945;67226.83097;66800.20919;69372.9693;72400.78094;68112.52123;69074.83033;71142.03297
03.10.;18;71401.55513;70199.96009;74795.37056;67554.07125;71741.30018;75643.42861;73416.99551;75053.0516;71091.40151;72872.07657;73414.40296;75012.46099;74623.88787;71479.22624;74326.38674;74453.24549;80102.74715;74902.74182;73174.37021;70011.44417;72659.3205;71801.18706;72309.81408;75423.90933;72286.60529;71574.13139;78544.71248;74288.67538;70494.51111;69529.33479;72416.74002;75923.81189;71385.11766;72746.35621;74192.82276
03.10.;19;68992.20516;67257.163;71889.81181;65196.1895;69587.78162;73775.91201;71355.69;73209.71102;68912.44801;70887.19933;70830.09308;71903.65782;71730.3344;68761.57856;72466.60931;71799.02106;76859.04863;72335.19558;70580.48777;67316.68255;69794.53254;69054.77944;70069.91023;72392.62127;69170.75245;68914.82145;76268.27351;71676.09917;68297.64159;67457.26089;69671.20852;73885.79808;69437.80622;70944.1311;71640.98631
03.10.;20;64427.12471;62788.41823;67176.38047;60928.70059;64980.55059;69078.63829;66682.28864;68818.25734;64338.1484;66336.03482;66183.43618;67172.56298;67207.90749;64170.67838;67976.1681;67170.95907;72031.1392;67626.92182;66062.05599;62845.81539;65118.49818;64434.15758;65510.77747;67663.96372;64669.91271;64325.9673;71555.22148;67029.44834;63723.13556;63004.64024;65041.01245;69165.16014;64907.75581;66554.93842;66937.90493
03.10.;21;59918.93022;58415.36559;62523.11944;56779.43344;60465.17199;64606.43655;62173.92532;64499.48241;59833.94081;61747.43776;61611.04529;62544.00051;62819.42655;59633.39717;63380.79797;62464.32968;67027.27212;62905.84178;61411.52728;58460.19046;60523.86043;59847.52044;60986.20582;62892.10481;60153.6215;59775.02461;66761.10201;62467.54539;59294.94098;58621.27197;60478.17542;64455.0045;60405.04636;62159.01069;62231.66412
03.10.;22;55012.07659;53870.01278;57164.37028;52532.57559;55602.95271;59172.19537;56872.30685;59341.08988;54985.99584;56576.35529;56524.43783;57249.08529;57835.22352;54701.19061;58027.83152;57328.05619;61208.35066;57840.70763;56389.28771;53863.60135;55390.8121;54899.639;56010.74409;57537.40558;55511.62806;54834.15948;61122.8965;57230.57195;54357.08631;54147.21018;55462.97445;59020.84419;55493.77911;56932.11661;56976.93565
03.10.;23;52084.84721;51170.93492;53879.12673;49619.22753;52825.50702;56002.63973;53706.57097;56861.87247;52070.91173;53525.73205;53468.80512;53997.81314;55111.12307;51721.53094;54718.77339;54200.62911;57602.37725;54851.79932;53311.23508;51102.14826;52297.21519;51949.45411;52986.34333;54116.42906;52748.90793;51839.54705;57526.66112;53970.10629;51385.14512;51484.46097;52493.82179;55671.36404;52610.99732;53661.99752;53772.40056
03.10.;24;50179.20063;49158.25346;51989.1711;47419.0858;51001.6581;54191.97956;51714.97769;55343.35833;50092.00939;51571.19375;51608.93731;52003.16342;53431.78409;49756.21962;52822.44492;52384.54802;55830.88932;52974.2404;51392.46172;49100.45435;50336.52872;49996.07515;51095.97903;52228.67577;50821.5632;49833.46648;55729.15651;52006.96826;49416.10501;49426.09744;50522.91005;53881.61004;50705.4841;51662.04629;51928.30882
04.10.;1;56854.51396;53005.26607;57899.18858;52637.99401;57923.40262;59383.61654;57573.21512;62830.97624;56982.90067;56942.43378;57630.975;57465.92905;62588.29998;53867.24725;58293.11072;57656.79094;61681.33578;59340.0087;57085.59705;56041.19252;56527.67748;56436.39297;55783.63199;56906.23542;57308.99345;55304.84621;62064.73256;57518.41012;55372.77099;54984.24039;56943.99414;59056.55137;57090.05923;57740.62917;58043.4501
04.10.;2;55950.51848;51590.96501;57104.90905;51053.90337;57275.95531;58741.96005;56680.68312;62708.55891;55918.64018;56024.26867;56745.23327;56493.63383;61972.10058;52656.78546;57458.74594;56848.18043;61198.68658;58476.45945;56131.03563;54964.77582;55551.54397;55438.04055;54796.25863;55967.75372;56303.57179;54154.95386;61559.33018;56521.79078;54347.00769;53735.28912;55934.3819;58372.4704;56140.16061;56966.17647;57215.11024
04.10.;3;56930.4865;51746.93126;58270.13043;50963.74931;58593.00389;60045.96325;57735.36336;65078.11796;56843.15572;57102.01687;57750.03606;57449.34536;63901.60125;53152.05512;58579.68273;57858.16636;62745.77203;59524.41141;57028.51154;55724.61726;56475.19373;56335.43066;55573.57761;56851.85768;57146.1835;54767.91623;63121.28574;57441.77841;55163.22165;54137.86206;56834.38861;59692.30104;57030.5281;58060.95121;58298.55429
04.10.;4;60824.51837;54854.50894;62353.8895;53801.17082;62791.95997;64054.35612;61739.64225;69869.3784;60890.61771;60934.95542;61639.86078;61292.0521;68621.0821;56657.10118;62649.79702;61772.30136;67082.6022;63664.63005;60891.37042;59564.33189;60485.51632;60361.74297;59272.23271;60681.85263;61038.87391;58398.79927;67639.8495;61261.13733;58947.71204;57519.48374;60820.13203;63759.36539;60896.80687;62023.17013;62360.53375
04.10.;5;69371.3633;62774.54409;71012.76789;61558.43684;71422.84675;72426.10458;70298.49127;78693.18728;69750.67196;69380.39595;70159.19759;69832.94165;77769.69638;64987.33639;71257.66453;70319.56397;75982.9582;72503.11907;69438.47261;68147.3406;69268.61059;69176.32956;67576.5375;69174.58103;69675.63572;66822.51035;76601.78835;69812.46457;67350.99886;65600.6859;69611.43522;72325.70328;69518.61888;70568.7928;71166.24646
04.10.;6;76003.48402;69353.11711;77600.10744;67962.90158;77881.72195;78686.4332;76921.15244;85219.32998;76459.31622;75956.62845;76659.80237;76329.95879;84218.12421;71673.16145;77625.90086;76833.27183;82532.20863;79009.33931;76042.44368;74773.52084;75979.20886;75839.06504;74098.6151;75701.29552;76215.69531;73528.86472;83163.98736;76337.3924;73875.13156;72079.41443;76200.43479;78768.43084;76168.01285;77201.63708;77737.02482
04.10.;7;79559.15173;72972.41061;80980.36382;71643.27308;81228.28232;81870.31692;80374.90943;88190.01004;79926.74878;79311.56397;80217.13979;79636.98962;87420.60402;75191.69314;80845.39282;80031.5773;85872.61498;82276.90463;79456.79886;78186.32338;79357.93441;79224.79488;77494.28048;78959.94996;79556.73015;77047.34271;86522.5728;79802.67526;77301.28378;75731.22511;79560.92255;82094.72359;79724.13011;80659.43091;81055.44961
04.10.;8;82610.41016;76544.83236;84096.81397;75386.28577;83974.38128;84468.94971;83255.51226;90246.23635;83265.17869;82236.18682;83255.6725;82737.85258;89998.68193;78477.4435;83745.702;82901.85643;89241.5022;85312.74107;82561.74394;81942.65662;82865.96513;82999.44652;80400.58629;82445.89368;82940.91644;80768.18826;89101.64102;82889.14769;80155.79004;79072.59736;82841.81087;84594.41789;82467.81081;83440.24041;84350.75536
04.10.;9;86674.24911;81702.61185;87853.74704;80529.59826;87485.06071;87826.88694;87183.11465;91309.13;87429.72804;86030.73154;87676.19964;86937.39224;93381.32363;83079.03445;87655.60806;86844.36484;92971.34399;89254.32741;86546.06486;86020.10493;86793.99218;87043.91592;84427.35807;86529.59071;86999.21991;85035.01584;92558.7554;87204.60646;83988.79851;83317.99481;87153.53402;88293.47107;86106.3966;87339.90451;88300.09115
04.10.;10;87152.63902;82942.30753;88213.97272;82059.04497;87558.62797;88057.83349;87534.35374;90673.22049;88372.81069;86535.67866;88565.39127;87771.76156;93369.35114;84020.27672;88196.67182;87468.49277;93590.57114;89777.08435;87238.94343;86844.21418;87626.31045;87788.59835;85093.96769;87522.46376;87739.34949;85956.3256;92600.5593;88107.55315;84507.86745;84350.92775;88463.79221;88378.23803;86600.54826;87734.61707;88902.62287
04.10.;11;85277.08789;82294.29105;86190.87919;81251.42024;85455.9845;85984.66508;85508.37396;87446.47832;87164.3481;84633.37323;86960.13655;86423.44415;90825.99531;82889.25465;86327.58058;85886.78098;91124.579;87909.95557;85513.30967;85066.71284;85880.71362;85951.27141;83431.86227;85912.70489;85848.80946;84352.49426;90558.52116;86520.16027;82599.962;82899.14821;87133.54228;86371.48415;84599.86631;86053.98109;87268.1607
04.10.;12;85182.11742;82109.31262;86263.48275;81239.17287;85333.5113;85976.30889;85373.33779;87257.444;87267.91297;84457.65247;86741.02964;86708.3811;90565.34029;82973.53016;86453.90574;85898.04331;91171.99949;87705.32548;85522.56295;84961.08267;85868.61609;85873.24881;83462.25557;85792.9167;85677.9715;84104.88793;90530.01041;86661.70171;82468.41286;82906.13007;87504.46928;86120.17656;84337.45531;86016.21479;87257.05784
04.10.;13;85336.79193;82148.68983;86516.65892;81524.04438;85311.62344;86216.52006;85709.4638;87352.79153;87345.28327;84567.1945;86732.74189;86968.53814;90714.35706;83215.43506;86637.33999;86024.16594;91189.09136;87710.59511;85674.45809;84992.5232;86025.83991;85835.38941;83788.79347;85847.39115;85923.8008;84148.39399;90671.82929;86751.17755;82677.89807;83245.19109;87849.9857;86184.67758;84434.4228;86015.77645;87311.11007
04.10.;14;84405.18203;81134.01716;85735.37402;80689.16463;84379.45717;85431.59269;84939.60811;86730.83136;86637.99165;83601.82654;85866.30479;86181.32331;90211.51373;82020.92227;85915.83284;85190.34878;90594.17768;86821.63818;84883.08092;84090.89536;85210.14098;85035.18571;82937.85685;85023.77657;85067.38928;83301.31249;89723.0268;85879.24231;81962.79032;82425.83336;87144.46027;85463.42908;83618.91325;85003.98158;86429.25902
04.10.;15;83320.20428;79733.9648;84874.11094;79446.20086;83219.8651;84383.50638;83957.06125;85774.35874;85673.29343;82410.21251;85005.28216;85085.33311;89630.45518;80476.91596;84923.62907;84158.66409;89598.95573;85754.49268;83872.36164;83019.80945;84264.93705;83930.66354;81845.3275;84080.5444;84156.49717;82097.53127;88905.72418;84766.53237;80981.75958;81367.20683;86064.58192;84577.75404;82618.22863;83982.49147;85384.74182
04.10.;16;83903.6509;80184.53429;85637.37669;79809.92612;83951.34533;85065.33474;84693.41695;86700.68672;86313.71647;83142.92691;85685.68965;85722.76222;90876.89437;80793.69864;85605.52595;84722.21467;90789.64;86487.90486;84600.55016;83527.86672;84986.78025;84734.14399;82439.09115;84738.25664;84769.35827;82645.70152;89777.75653;85180.67168;81771.42306;81957.34358;86628.15387;85294.71116;83424.38866;84634.00552;86021.99973
04.10.;17;86042.93514;81996.63782;88042.34799;81301.84324;86090.25743;87231.95835;87000.97247;88983.84032;88438.72976;85156.08117;87911.36278;88298.36373;93298.03636;82558.86832;88256.69602;86790.56669;93623.24186;88717.25863;87025.36752;85370.40493;87189.98973;86835.52454;84432.82975;87131.57339;86708.73854;84673.98484;91990.30993;87127.32661;83941.84182;83821.27196;88697.79271;87625.65956;85666.17857;86795.96648;88180.26002
04.10.;18;91162.30842;86714.10956;92847.34323;85660.97672;91218.65882;92311.64958;91986.30399;94373.36067;92411.01875;90280.07032;92554.06864;91918.65148;98892.59408;87335.22284;92694.48219;91376.58503;97290.09165;93524.7635;91147.68488;90145.99784;91771.38156;91547.26104;89264.522;91433.90014;91326.6285;89212.05751;97422.90557;92027.68439;89015.65279;88311.4093;92566.63261;92587.35513;90895.66993;92029.68025;93123.00291
04.10.;19;90639.23873;86204.70278;92049.56236;84852.25404;90871.89785;91437.9395;91054.74701;94263.44398;91414.877;89801.65867;91461.94989;90488.095;98780.91046;86613.55412;91687.92297;90470.95218;95843.0749;92914.11532;90055.37683;89429.57253;90852.37953;90715.45318;88360.98354;90147.76771;90598.38117;88354.12474;96808.41863;91096.7438;88392.19908;87453.27365;91490.16081;91511.84547;90461.18883;91485.61102;92333.91918
04.10.;20;85411.61064;81211.63848;86837.91403;79673.71537;85716.04458;86097.14683;85840.3911;89486.22777;86231.47284;84775.95964;86197.89074;85184.59028;93712.70554;81497.55875;86480.17886;85222.48149;90495.08319;87685.30119;84900.40182;84284.38;85630.5996;85559.63504;83128.71954;84843.96701;85418.61596;83208.58289;91570.52688;85919.49839;83180.9257;82328.97219;86242.26347;86149.29144;85235.18127;86440.46728;87124.0586
04.10.;21;77472.27325;73569.14268;78801.46985;71648.29668;77826.24798;78113.11107;77977.1914;81576.52983;78282.00983;76970.91004;78224.10668;77142.92791;85588.91695;73794.11256;78500.5335;77191.08128;82194.0288;79526.07427;76824.73901;76371.20361;77716.95423;77628.78246;75204.97828;76820.89139;77329.74292;75334.1695;83387.42942;78016.45357;75292.81502;74551.04074;78306.46317;78014.24681;77232.73381;78654.11872;79119.34706
04.10.;22;68829.74543;65739.21002;69905.6815;63678.05271;69177.21066;69177.69703;69152.75513;72585.87058;69738.26404;68340.66686;69425.36679;68340.43307;76232.79865;65697.42714;69539.62641;68624.86883;72818.28256;70669.83091;68134.52543;67978.88027;69100.98642;68993.50374;66809.48091;68111.59817;68826.54051;66928.09791;74155.2168;69249.28014;66797.09347;66511.89062;69670.72126;69067.25923;68592.66063;69776.24546;70305.95057
04.10.;23;63433.15898;60587.45708;64277.0089;58201.8536;64156.28923;63742.68375;63736.54644;67609.47665;64576.9997;62986.60669;64003.35289;62826.35343;71060.44481;60356.6171;64082.5267;63435.13824;67115.90031;65394.4293;62687.82826;62861.07482;63679.87842;63703.46328;61456.4612;62569.81238;63497.57288;61570.02557;68608.77205;63761.18654;61411.74722;61275.82097;64326.1857;63475.32898;63197.03551;64142.74151;64982.66388
04.10.;24;60473.97344;57480.55003;61202.10213;54966.98817;61349.23535;60699.16432;60751.28219;64855.40102;61650.0257;60017.08861;60995.87882;59767.28845;68221.66107;57231.08712;61120.49608;60508.2011;64114.73955;62476.78817;59645.82082;59849.51213;60739.75855;60830.38673;58431.83987;59567.41122;60493.3484;58525.02196;65637.40353;60788.40838;58410.61917;58156.26361;61379.51816;60425.73821;60189.38262;61103.6329;62158.07514
05.10.;1;57343.26592;54803.44075;57534.75637;53956.7142;57641.40859;56091.33593;57317.42115;60926.55983;58940.67831;56466.42149;58503.37008;55239.44155;65068.3591;54646.69033;58500.48513;56846.08834;60336.78396;59648.54981;56282.74196;57066.34725;58219.91324;59304.28138;53686.43973;55690.70029;57365.61935;56207.16805;61418.69316;58080.66599;55097.99959;55303.99245;57746.18906;56695.77296;57289.69237;57549.04604;60162.46806
05.10.;2;56364.44731;53470.61157;56623.12;52687.80747;56984.02736;55174.95646;56483.13211;60522.46493;58143.93343;55527.6836;57586.49981;54178.08638;64425.98449;53407.3122;57790.66449;55861.75614;59712.36347;58968.62557;55226.93316;56166.73232;57471.79327;58710.0417;52444.21833;54621.97803;56424.20589;55194.93451;60837.36093;57324.23582;54026.85014;54059.32137;56877.33414;55794.76963;56319.77393;56725.35452;59725.33759
05.10.;3;57357.85358;53709.68314;57675.62478;53119.59577;58304.50702;56189.46474;57515.29108;62438.75336;59566.56356;56542.43071;58740.38881;54912.71876;66025.91911;53949.27911;59125.96259;56794.44956;61107.18646;60252.88789;56052.38901;57194.19946;58673.27;60244.53456;52929.03969;55365.73636;57411.0528;56068.96108;62386.2492;58499.71797;54779.29861;54547.50912;57804.01563;56829.2082;57269.17821;57815.25011;61180.4024
05.10.;4;61336.34088;56871.15737;61640.67485;56451.00151;62277.13256;59925.74741;61429.12394;66672.74809;63722.95909;60281.48772;62832.44993;58545.20334;70356.58409;57559.67383;63363.05462;60646.02821;65383.28135;64522.21074;59857.51341;61097.03233;62811.27184;64689.20947;56354.47792;59104.67157;61388.12215;60001.04546;66474.22084;62507.56622;58447.61695;58009.32909;61555.46094;60811.13876;61225.69763;61646.27646;65727.48311
05.10.;5;69900.5867;64760.56115;70199.68975;64357.34297;70489.08965;68109.36284;69974.91078;74851.23774;72312.87951;68574.2588;71544.70841;66819.05613;79224.12633;65905.26528;72066.38183;69014.82233;74125.52108;73372.77256;68320.25596;69557.2471;71428.19551;73683.48933;64452.02995;67510.80065;69961.35765;68589.38201;74842.74083;71070.51836;66706.81687;66103.04771;69780.01956;69331.73068;69792.98337;70015.63412;74744.80436
05.10.;6;76382.61811;71138.9948;76663.96447;70767.22175;76804.47385;74495.78536;76469.08853;81289.68671;78740.29687;75068.95191;78008.13205;73330.16968;85375.93937;72502.47799;78509.35072;75456.47157;80554.37284;79897.57398;74933.06669;76008.49079;77912.50182;80244.79366;70946.05619;74020.20798;76456.8105;75200.73674;81061.11435;77513.25263;73136.12959;72525.36585;76100.62605;75832.70725;76380.14464;76501.00675;81254.55827
05.10.;7;79885.89725;74878.65856;80091.28047;74480.19589;80299.93649;77905.36661;79915.7583;84689.39383;82115.75989;78641.5447;81429.95125;76847.7001;88445.6185;76166.98492;81881.93981;78848.89965;83969.74622;83321.45496;78518.42305;79422.68155;81277.60445;83697.86088;74600.09198;77551.20741;79944.0483;78764.32735;84543.16026;80986.02752;76615.83679;76176.1536;79420.48109;79268.43484;80014.05059;80036.7511;84740.3106
05.10.;8;82996.94802;78341.47478;83427.64813;77895.97049;83038.45946;80961.71462;82969.94095;86900.98003;84966.69379;81706.296;84912.14009;80110.32633;90983.28634;79413.86862;84953.04282;81846.88467;87387.64039;86346.80326;82297.80451;82463.23786;84396.42517;87023.12979;78064.94495;80784.00397;82981.13212;82179.41101;87182.16939;83612.26624;79807.17033;80180.05854;82933.7541;82632.03442;82968.75315;82881.85466;87143.8733
05.10.;9;87084.70786;83098.45671;87417.04428;82312.12945;85830.11009;84968.74165;86960.89092;88653.49473;88111.35164;85212.00679;89070.46122;84479.40394;94287.09371;83692.77583;88650.10267;85906.94776;91138.90234;89971.54839;86315.30854;86409.5735;88249.81783;90489.13902;82713.06136;85096.78189;87024.98404;86187.41626;90900.23393;87208.23969;84044.03039;84602.11973;87178.91164;86688.41813;86996.09051;86685.73148;90682.01655
05.10.;10;87464.42546;84096.07379;87781.37548;83026.0353;85624.43695;85277.16164;87321.76871;88249.92507;88341.93694;85420.98923;89956.99827;85037.48715;94225.32853;84259.54343;88901.36533;86376.43549;91661.85393;90175.76179;87052.28007;86691.99388;88830.342;90599.25031;83579.05767;85757.1399;87324.88597;86793.97307;91153.16677;87251.45735;84494.412;85526.36196;88159.52187;87619.16412;87259.44386;86824.78667;90650.63478
05.10.;11;85516.98263;82932.2882;85758.5182;81368.26536;83270.40893;83357.37412;85383.35728;85251.56003;86149.75406;83110.78662;87928.02018;83393.09552;91308.55024;82662.22581;86766.61182;84511.14518;89448.96339;87806.67148;85193.64764;84659.77652;86961.2685;88385.51494;81906.77291;83923.35771;85306.17583;84922.70845;89127.28547;85200.38831;82727.76321;83718.48431;86625.05637;85910.1425;85322.12998;84728.24103;88372.88226
