timestep;Demand;Import limit;Export limit;Import price;Export price;Import emission factor;Export emission factor;Generic production
2030-01-01 00:00:00;439.4683760155374;1040.4688132120662;0.0;210.02100210021004;0.0;0.0;0.0;0.0
2030-01-01 01:00:00;439.3478825640308;1040.4688132120662;0.0;210.02100210021004;0.0;0.0;0.0;0.0
2030-01-01 02:00:00;437.8172824940775;1040.4688132120662;0.0;210.02100210021004;0.0;0.0;0.0;0.0
2030-01-01 03:00:00;437.4055588851505;1040.4688132120662;0.0;210.02100210021004;0.0;0.0;0.0;0.0
2030-01-01 04:00:00;437.3923480706912;1040.4688132120662;0.0;210.02100210021004;0.0;0.0;0.0;0.0
2030-01-01 05:00:00;437.3770765622927;1040.4688132120662;0.0;210.02100210021004;0.0;0.0;0.0;0.0
2030-01-01 06:00:00;437.3735674948991;1040.4688132120662;0.0;210.02100210021004;0.0;0.0;0.0;0.0
2030-01-01 07:00:00;437.257760028135;1040.4688132120662;0.0;210.02100210021004;0.0;0.0;0.0;0.0
2030-01-01 08:00:00;437.256378774426;1040.4688132120662;0.0;210.02100210021004;0.0;0.0;0.0;0.0
2030-01-01 09:00:00;437.2760213090544;1040.4688132120662;0.0;210.02100210021004;0.0;0.0;0.0;0.0
2030-01-01 10:00:00;437.313099669487;1040.4688132120662;0.0;210.02100210021004;0.0;0.0;0.0;0.0
2030-01-01 11:00:00;437.3526143589255;1040.4688132120662;0.0;210.02100210021004;0.0;0.0;0.0;0.0
2030-01-01 12:00:00;437.3687219202935;1040.4688132120662;0.0;210.02100210021004;0.0;0.0;0.0;0.0
2030-01-01 13:00:00;437.3796671489591;1040.4688132120662;0.0;210.02100210021004;0.0;0.0;0.0;0.0
2030-01-01 14:00:00;437.3800003926076;1040.4688132120662;0.0;210.02100210021004;0.0;0.0;0.0;0.0
2030-01-01 15:00:00;437.3698370500995;1040.4688132120662;0.0;210.02100210021004;0.0;0.0;0.0;0.0
2030-01-01 16:00:00;437.3754586231656;1040.4688132120662;0.0;210.02100210021004;0.0;0.0;0.0;0.0
2030-01-01 17:00:00;437.370352812354;1040.4688132120662;0.0;210.02100210021004;0.0;0.0;0.0;0.0
2030-01-01 18:00:00;437.3847870902434;1040.4688132120662;0.0;210.02100210021004;0.0;0.0;0.0;0.0
