,onDE,onBE,onDKW,onUK,onNL_NE,onNL_SE,onNL_NW,onNL_SW,onNL_CE,onNL_W,onNL_E,onNOS
0,45748.34216623304,6071.264702046158,931.0330737846308,0.0,1045.3188148004554,1045.3188148004554,1045.3188148004554,1045.3188148004554,1045.3188148004554,1045.3188148004554,1045.3188148004554,0.0
1,45368.4383965366,6026.978211631097,927.786466937138,0.0,1041.02990422388,1041.02990422388,1041.02990422388,1041.02990422388,1041.02990422388,1041.02990422388,1041.02990422388,0.0
2,45572.24936260407,6050.737050356081,929.5282082169297,0.0,1043.3308211341998,1043.3308211341998,1043.3308211341998,1043.3308211341998,1043.3308211341998,1043.3308211341998,1043.3308211341998,0.0
3,45985.10975342819,6098.865390213306,933.0564579444309,0.0,1047.9917943545222,1047.9917943545222,1047.9917943545222,1047.9917943545222,1047.9917943545222,1047.9917943545222,1047.9917943545222,0.0
4,46276.80325157678,6132.868952010588,935.5492315992304,0.0,1051.2848580962361,1051.2848580962361,1051.2848580962361,1051.2848580962361,1051.2848580962361,1051.2848580962361,1051.2848580962361,0.0
5,46755.73806800058,6188.699780364672,939.6421445380691,0.0,1056.6917762778892,1056.6917762778892,1056.6917762778892,1056.6917762778892,1056.6917762778892,1056.6917762778892,1056.6917762778892,0.0
6,47377.81981248193,6261.217663607504,944.9583719946884,0.0,1063.7147467936395,1063.7147467936395,1063.7147467936395,1063.7147467936395,1063.7147467936395,1063.7147467936395,1063.7147467936395,0.0
7,48049.41708032696,6339.5077158198455,950.6977524969807,0.0,1071.2967211119287,1071.2967211119287,1071.2967211119287,1071.2967211119287,1071.2967211119287,1071.2967211119287,1071.2967211119287,0.0
8,48875.14323475336,6435.765021854711,957.7542978670268,0.0,1080.618728208368,1080.618728208368,1080.618728208368,1080.618728208368,1080.618728208368,1080.618728208368,1080.618728208368,0.0
9,49155.84940160001,6468.4877583978005,960.1531752568089,0.0,1083.7877508502347,1083.7877508502347,1083.7877508502347,1083.7877508502347,1083.7877508502347,1083.7877508502347,1083.7877508502347,0.0
10,46304.349485114726,6136.08009679213,935.7846380299126,0.0,1051.5958403548752,1051.5958403548752,1051.5958403548752,1051.5958403548752,1051.5958403548752,1051.5958403548752,1051.5958403548752,0.0
11,45021.65780409028,5986.552986591149,924.8229263360186,0.0,1037.1149366206828,1037.1149366206828,1037.1149366206828,1037.1149366206828,1037.1149366206828,1037.1149366206828,1037.1149366206828,0.0
12,43056.54270726315,5757.473788536165,908.0293153261352,0.0,1014.9298371421902,1014.9298371421902,1014.9298371421902,1014.9298371421902,1014.9298371421902,1014.9298371421902,1014.9298371421902,0.0
13,40959.11488950333,5512.970510714722,890.1049774847346,0.0,991.2509977393031,991.2509977393031,991.2509977393031,991.2509977393031,991.2509977393031,991.2509977393031,991.2509977393031,0.0
14,39660.028175976266,5361.532183759135,879.0031560340187,0.0,976.5850028480527,976.5850028480527,976.5850028480527,976.5850028480527,976.5850028480527,976.5850028480527,976.5850028480527,0.0
15,39406.701686545115,5332.0011760646385,876.838261708554,0.0,973.7250821351938,973.7250821351938,973.7250821351938,973.7250821351938,973.7250821351938,973.7250821351938,973.7250821351938,0.0
16,39638.05351337237,5358.9705332507465,878.8153635039837,0.0,976.3369206483583,976.3369206483583,976.3369206483583,976.3369206483583,976.3369206483583,976.3369206483583,976.3369206483583,0.0
17,40265.54564544348,5432.1191211542,884.1778274099294,0.0,983.4209715492167,983.4209715492167,983.4209715492167,983.4209715492167,983.4209715492167,983.4209715492167,983.4209715492167,0.0
18,40937.14291328851,5510.409173366543,889.9172079122217,0.0,991.0029458675059,991.0029458675059,991.0029458675059,991.0029458675059,991.0029458675059,991.0029458675059,991.0029458675059,0.0
19,41393.94725654228,5563.660187920124,893.8209967847487,0.0,996.1600228314226,996.1600228314226,996.1600228314226,996.1600228314226,996.1600228314226,996.1600228314226,996.1600228314226,0.0
20,41498.55524698182,5575.854646452721,894.7149626917858,0.0,997.3409911512392,997.3409911512392,997.3409911512392,997.3409911512392,997.3409911512392,997.3409911512392,997.3409911512392,0.0
21,41575.622376661566,5584.838586524191,895.3735680831848,0.0,998.2110378682116,998.2110378682116,998.2110378682116,998.2110378682116,998.2110378682116,998.2110378682116,998.2110378682116,0.0
22,43436.2852936153,5801.741489338694,911.2745447223074,0.0,1019.2169280449291,1019.2169280449291,1019.2169280449291,1019.2169280449291,1019.2169280449291,1019.2169280449291,1019.2169280449291,0.0
23,42533.49738228729,5696.500869552775,903.5594398759062,0.0,1009.024934887312,1009.024934887312,1009.024934887312,1009.024934887312,1009.024934887312,1009.024934887312,1009.024934887312,0.0
24,42142.606281288914,5650.93355388352,900.218936763396,0.0,1004.6119832108895,1004.6119832108895,1004.6119832108895,1004.6119832108895,1004.6119832108895,1004.6119832108895,1004.6119832108895,0.0
