,DE00,BE00,DKW1,UK00,NL00,NL_on_Borssele,NL_on_Brabant,NL_on_East,NL_on_Holland_N,NL_on_Holland_S,NL_on_North,NL_on_South,NOS0
0,70919.671875,12368.1328125,3698.341064453125,69664.640625,19139.05859375,565.8298515999802,3048.076450965856,3046.5571006261002,4813.229295601001,3773.282505599194,2268.5411275769347,1623.5422617809377,15057.541015625
1,66618.328125,11992.529296875,3674.041259765625,67447.53125,18849.46875,558.0203303441992,3003.176710402825,2997.6532663386297,4738.838331035787,3714.6216264403292,2236.1247024469085,1601.0337829913212,14873.8525390625
2,63451.078125,11723.78515625,3661.361328125,63857.5390625,18726.29296875,554.6959007866878,2984.0744462196412,2976.8622504906007,4707.202035109603,3689.6760724272635,2222.3297057609507,1591.4525579552546,14768.1328125
3,61777.80078125,11514.4638671875,3689.075439453125,59783.96875,18621.458984375,551.8652204331177,2967.8145699754728,2959.171962897144,4680.279287780499,3668.447774229518,2210.5856304754852,1583.294538583766,14731.7890625
4,61313.671875,11238.2578125,3773.2685546875,55488.765625,18511.654296875,548.8990439041467,2950.7816555524582,2940.6476663792923,4652.082657618603,3646.2156042929273,2198.2814625413484,1574.7462065862221,14713.095703125
5,61517.890625,11214.912109375,3943.48388671875,54578.0078125,18881.21484375,558.8768737748937,3008.099512093463,3003.012712003063,4746.99249758028,3721.051389891532,2239.679422472249,1603.5024359345202,14942.59375
6,61324.10546875,11476.17578125,4149.283203125,56001.41796875,20030.796875,589.8245129217496,3186.250374997751,3197.3464056371904,5042.413292692158,3954.0289852106403,2368.226194407307,1692.707109133206,15498.3271484375
7,59384.95703125,11974.943359375,4293.486328125,58984.4609375,21066.9609375,617.6111046754348,3346.6500009609113,3372.909303543161,5308.911754946859,4164.245646138691,2483.8170512797924,1772.8160759551497,16130.7265625
8,61635.24609375,12519.951171875,4369.716796875,64201.1953125,21710.666015625,634.8261277721656,3446.220039770572,3482.1514847822496,5474.568724472626,4294.938513883287,2555.507060601921,1822.4540643421751,16916.5390625
9,66888.453125,12852.228515625,4401.3076171875,69519.96875,21955.109375,641.3545246964487,3484.0167391532973,3523.668846352264,5537.4945401260675,4344.586971116007,2582.7083202879253,1841.279433267988,17934.162109375
10,72581.09375,13226.1943359375,4383.72021484375,73065.3046875,22091.9921875,645.0082036830354,3505.1786745056365,3546.9253939070404,5572.735906284495,4372.393327892876,2597.935145062302,1851.8155361646134,18694.107421875
11,76580.9375,13172.896484375,4344.02587890625,76914.078125,21983.068359375,642.1009267238984,3488.3393630861074,3528.418661279874,5544.692511797453,4350.26630490637,2585.818778874488,1843.431812706809,18997.017578125
12,78787.828125,12929.640625,4327.326171875,78604.5234375,21954.91796875,641.3494146401598,3483.9871462712777,3523.6363300790254,5537.445263502234,4344.548091036594,2582.6870256528946,1841.2646975678108,19091.125
13,77582.28125,12702.388671875,4323.5068359375,77081.3515625,21914.986328125,640.2832785520216,3477.8133034992397,3516.852943045294,5527.165185806647,4336.436966336527,2578.244325245612,1838.1903256396608,19210.95703125
14,74325.0078125,12664.34765625,4360.51708984375,74122.2265625,21990.69921875,642.304631844268,3489.5191215168684,3529.7150707445594,5546.657080098077,4351.816390696182,2586.6676905779777,1844.019233272067,19467.03125
15,72161.4296875,12776.6875,4567.365234375,74463.53125,22361.4609375,652.1965951675451,3546.831317260674,3592.7243997809555,5642.121263539761,4427.142087441238,2627.8999627542576,1872.5453115555697,19814.955078125
16,71451.375,13462.453125,4763.60302734375,77065.765625,23274.48828125,676.5121082206471,3687.8950604570337,3748.054222985109,5877.300439285006,4612.729098019878,2729.3253214013284,1942.6720308809943,19682.505859375
17,73609.484375,13896.966796875,4660.1953125,80428.265625,23002.046875,669.2629002790825,3645.8129162339033,3701.680991492888,5807.111241476582,4557.337835039378,2699.076854981332,1921.7641354968314,18930.8828125
18,79006.359375,13869.4169921875,4490.38134765625,82099.8828125,22604.14453125,658.6657019130782,3584.3359697382034,3633.9887575894827,5704.619618019962,4476.45875273176,2654.8742016444166,1891.2015296130976,18054.185546875
19,82247.671875,13584.0244140625,4305.0732421875,80862.2890625,22126.75,645.9357254733452,3510.5518143683207,3552.831661607454,5581.68501746036,4379.454514379764,2601.8010040799586,1854.4902626307946,17487.31640625
20,80998.015625,13162.9951171875,4119.6396484375,77375.0625,21562.421875,630.8645886896759,3423.294185645023,3456.9818176270787,5436.4118779859255,4264.83381719376,2539.0047200048125,1811.0308678537278,17107.880859375
21,77179.671875,13284.341796875,3942.500244140625,79287.140625,20835.46484375,611.4114518221028,3310.8276013413324,3333.654574976715,5249.354305349962,4117.262419352002,2458.0132913684047,1754.9411995394805,16639.84765625
22,75128.5625,13273.48828125,3826.708251953125,74543.46875,20081.91796875,591.1977214578277,3194.1677311349595,3205.999525698274,5055.556702635024,3964.395611267567,2373.934935926434,1696.6657406299137,16120.962890625
23,73686.8046875,12735.4990234375,3733.2080078125,69889.140625,19523.1796875,576.175336488952,3107.611283378111,3111.4743716801395,4911.931478039347,3851.1198986605773,2311.505513612481,1653.361805640392,15700.5302734375
24,79600.3515625,12007.5078125,3882.6748046875,63757.2890625,20432.89453125,600.61902306112,3248.5143768427884,3265.432906396261,5145.807681646356,4035.5823708945427,2413.112105196763,1723.8260672121698,15226.5439453125
25,74977.5234375,11572.943359375,3850.2041015625,60949.33203125,20124.314453125,592.3363837369693,3200.7335641289624,3213.17655385773,5066.457373727008,3972.9934010970405,2378.668917668875,1699.9482589084141,15064.26953125
26,71856.3984375,11291.8408203125,3845.87548828125,57412.359375,20026.63671875,589.7127524430119,3185.606055047777,3196.6422685768684,5041.343724735071,3953.18538774468,2367.7615981770236,1692.3849320255665,15054.474609375
27,70230.65625,11159.166015625,3908.21337890625,53441.40625,20081.1953125,591.1783112734165,3194.055812866315,3205.8771973431417,5055.370901642198,3964.249063339931,2373.854240573338,1696.6097854616628,15198.09765625
28,70109.3359375,11218.201171875,4132.1904296875,49492.6328125,20463.39453125,601.4372020477612,3253.236252100991,3270.5996903388154,5153.65164043337,4041.7696452765954,2416.515256607285,1726.184844445181,15664.3720703125
29,70926.421875,11901.7265625,4633.173828125,50821.81640625,21566.544921875,630.9747934808199,3423.9318514422166,3457.68175940525,5437.473066491012,4265.671054750732,2539.463753789501,1811.348642515469,16896.412109375
30,72980.953125,12630.919921875,5142.3369140625,55920.8828125,23192.548828125,674.332394334959,3675.2393427445136,3734.1049338979637,5856.189184240569,4596.06846470543,2720.2292096503857,1936.385298551178,18377.7578125
31,78886.1484375,13083.10546875,5338.8828125,62269.81640625,24372.32421875,705.6717335085762,3857.385914082703,3935.1147223220873,6160.244345340965,4836.043274779403,2851.083377581668,2026.7808511345993,19065.064453125
32,85663.3671875,13478.068359375,5371.7060546875,67913.1015625,25007.0390625,722.4945040723461,3955.318961407247,4043.39790228577,6323.903219551918,4965.227413786848,2921.3868099463934,2075.3102514494776,19479.439453125
33,89598.46875,13667.982421875,5409.5439453125,72103.3828125,25272.0703125,729.5116506943228,3996.1998951503642,4088.640060120616,6392.255847567601,5019.184837231995,2950.7239950511093,2095.5540266839935,20056.9296875
34,91753.453125,13957.21484375,5362.658203125,74731.96875,25380.6015625,732.3839798741162,4012.9388087572665,4107.171431508637,6420.249025126041,5041.283135125694,2962.7345875519254,2103.8405945563204,20410.494140625
35,93774.1796875,13837.62890625,5264.11328125,78093.390625,25344.68359375,731.433472012307,4007.3992604023833,4101.038261006251,6410.9846373736145,5033.969632907509,2958.759928572309,2101.0984014756295,20421.396484375
36,95553.5078125,13728.166015625,5232.9697265625,79529.84375,25361.46484375,731.8775687423722,4009.9874106987513,4103.903706712168,6415.313036242647,5037.386557621227,2960.6169549406623,2102.379608792174,20283.634765625
37,94842.828125,13535.8779296875,5149.28515625,78108.5,25335.765625,731.1974612817827,4006.0238426620967,4099.515518149781,6408.684433975441,5032.1538093272775,2957.77304182395,2100.417517779669,20239.955078125
38,93119.6953125,13502.173828125,5074.55712890625,75530.6875,25400.291015625,732.904995244403,4015.9754165912304,4110.533624041195,6425.32762947048,5045.292306465067,2964.913327178088,2105.343716634537,20343.232421875
39,91512.0859375,13570.767578125,5214.6123046875,76592.078125,25748.455078125,742.1142330071128,4069.6649567945774,4170.00052386378,6515.139228043268,5116.193393487076,3003.4299426127004,2131.912800316484,20638.4453125
40,91069.140625,14281.419921875,5463.2119140625,79810.2890625,26439.224609375,760.3652120301786,4176.153648433139,4288.061307100554,6693.371080241317,5256.906278086156,3079.7962928434217,2184.5707906402354,20656.7109375
41,92661.625,14524.1171875,5349.39794921875,81830.9921875,25935.88671875,747.069059199683,4098.563630060622,4202.024935343892,6563.494691627532,5154.368537968929,3024.1577243215634,2146.208140227775,20196.501953125
