,DE00,BE00,DKW1,UK00,NL00,NL_on_Borssele,NL_on_Brabant,NL_on_East,NL_on_Holland_N,NL_on_Holland_S,NL_on_North,NL_on_South,NOS0
0,83238.6640625,14525.1171875,3832.516357421875,64052.3125,23170.015625,679.8550430114653,3681.693241723333,3707.4164381470546,5837.659943916343,4578.721022989265,2733.265808584889,1951.4041266276517,14522.32421875
1,79014.328125,14009.560546875,3805.531494140625,61431.34375,22824.19921875,670.58622122093,3628.1682768295186,3648.804734468798,5748.70683592984,4508.551750797481,2694.700077203237,1924.681322300199,14354.6435546875
2,75561.65625,13627.005859375,3776.6767578125,57410.28515625,22682.3984375,666.7827820740332,3606.216025915534,3624.781636510321,5712.237734466826,4479.784913264446,2678.8792509582686,1913.7160943105766,14251.8916015625
3,73512.6796875,13359.0458984375,3786.9248046875,52998.5546875,22555.111328125,663.3672276631834,3586.508360841556,3603.2226158757812,5679.504262763624,4453.965368798423,2664.6741557254304,1903.869336456999,14229.6708984375
4,72682.96875,13066.71875,3851.64990234375,48207.5546875,22396.568359375,659.1110861625746,3561.958342509287,3576.376724105631,5638.736871651021,4421.809660400465,2646.976160752186,1891.5995137938323,14302.04296875
5,72278.3828125,13070.873046875,4017.48095703125,47279.6484375,22774.05859375,669.2415162897614,3620.406285691213,3640.3094888777773,5735.8110054492445,4498.379432422622,2689.106323899907,1920.8045411194728,14615.7177734375
6,71268.5546875,13356.8369140625,4246.10693359375,49494.0234375,24078.119140625,704.1504477709896,3822.1764017246437,3861.4941667616063,6071.340091213908,4763.075684963696,2834.4259717878613,2021.4563764022905,15146.7509765625
7,69218.3359375,13922.9951171875,4403.6669921875,53636.05859375,25279.029296875,736.1875176568708,4007.807177851647,4065.5960696705406,6380.558867175508,5007.065222167719,2967.9702522155103,2113.8441901372057,15696.3828125
8,71702.34375,14548.1875,4488.87939453125,58967.0234375,26019.138671875,755.8832465678677,4122.131086468753,4191.562810049397,6571.22803371525,5157.534569461499,3050.1494436202697,2170.649481991959,16385.86328125
9,76697.4921875,14916.3701171875,4525.1064453125,64550.671875,26286.0078125,762.9766001679856,4163.340212020144,4237.015882162009,6639.997411947988,5211.808728380523,3079.7599829521682,2191.1089948691806,17319.861328125
10,81931.3515625,15328.470703125,4511.35791015625,68154.7265625,26438.1875,767.0195520105134,4186.836145333203,4262.94242784651,6679.216611698678,5242.762175384454,3096.6401269366306,2202.7704607900127,18051.626953125
