,DE00,BE00,DKW1,UK00,NL00,NL_on_Borssele,NL_on_Brabant,NL_on_East,NL_on_Holland_N,NL_on_Holland_S,NL_on_North,NL_on_South,NOS0
0,94829.0859375,16797.44140625,3940.158203125,73007.3515625,23640.412109375,692.466282267554,3754.5059382989793,3787.130522616919,5958.651411499909,4674.161770341786,2785.7332699018675,1987.7629144479895,15236.578125
1,90915.828125,16205.515625,3911.80712890625,70316.8046875,23306.669921875,683.5333775855272,3702.869754766552,3730.519357789389,5872.778557888791,4606.416828204472,2748.5452708902094,1962.0067747500595,15078.0556640625
2,87630.2734375,15711.3212890625,3882.998291015625,66314.296875,23173.8203125,679.9751350734006,3682.3115224896605,3707.993662994831,5838.600958768133,4579.4552526206535,2733.7360896895925,1951.7476908637288,15002.0712890625
3,85325.7578125,15199.6875,3893.3359375,61858.0859375,23060.9375,676.950589341913,3664.841340519467,3688.8575779873668,5809.562397369253,4556.548181071457,2721.1498969227523,1943.0275167877883,14981.048828125
4,83947.4375,14488.9521484375,3955.587890625,57217.0546875,22944.19140625,673.82146441785,3646.7715296475412,3669.070568452337,5779.532244412376,4532.859368324433,2708.1302467334926,1934.0059842619685,14938.4072265625
5,82286.9296875,14320.2109375,4131.4775390625,56807.2734375,23379.833984375,685.492413979967,3714.1908027571662,3742.927098169537,5891.6023591447365,4621.266563889656,2756.699613556849,1967.655132877087,15148.5380859375
6,79437.265625,14756.7705078125,4376.60205078125,58981.5859375,24706.65625,720.9496859583373,3919.383767278247,3968.200059172136,6233.114666789632,4890.710106422819,2904.400980125415,2069.896984253411,15697.759765625
7,79178.703125,15417.314453125,4534.2021484375,62508.3671875,25903.140625,752.8182626513537,4104.248603626879,4171.738001240596,6541.298661794029,5133.905602506022,3037.3251214999473,2161.8063716811744,16284.7333984375
8,83021.15625,16121.314453125,4605.28564453125,68176.5078125,26642.099609375,772.4546602454085,4218.348213563183,4297.616140654983,6731.731145196492,5284.200948888561,3119.303692217086,2218.444808609287,17011.185546875
9,86928.96875,16474.900390625,4632.7744140625,74103.921875,26927.212890625,780.0221412271375,4262.3570191872095,4346.216863424806,6805.2242929766335,5342.208005978404,3150.9111045734953,2240.2734632573156,17969.20703125
10,89781.9921875,16987.099609375,4602.7421875,78198.796875,27085.84765625,784.2305569692682,4286.8398092566995,4373.2656487188215,6846.119600156682,5374.486989516005,3168.491962605208,2252.4130890273104,18672.375
11,91656.671875,16819.076171875,4531.41162109375,82676.25,26959.75,780.8854367015699,4267.378806392306,4351.764313183892,6813.6119601177015,5348.828403540777,3154.5173664207095,2242.763713643047,18938.09375
