,DE00,BE00,DKW1,UK00,NL00,NL_on_Borssele,NL_on_Brabant,NL_on_East,NL_on_Holland_N,NL_on_Holland_S,NL_on_North,NL_on_South,NOS0
0,48818.16014,11301.3741623291,4958.187156504513,59549.60247160983,20257.73240896738,587.5024627597077,3207.7371886150927,3267.181731524512,5118.254524155765,4017.6014923755556,2372.2032205469413,1687.2517889898052,15146.44804409979
1,46902.707,10317.3003098578,4950.346641724109,56703.4253267648,20287.38929100906,588.2899809868311,3212.315483723626,3272.2357143789527,5125.898368130625,4023.634503356575,2375.4918828263517,1689.5233576061014,14963.58257096451
2,46200.53239,9507.51119950176,4976.627412538559,52490.35266484148,20161.63953189319,584.9503034332757,3192.9020288040824,3250.8078334870697,5093.488284244713,3998.0546033828514,2361.5462320814167,1679.890246459781,14301.3713439761
3,46204.21512,8895.66125033489,5079.198902323113,47354.28679342745,20069.07001236649,582.4910251430302,3178.6096866557145,3235.036904803706,5069.6315757580305,3979.225877012176,2351.278225873286,1672.7967171205482,13761.55919188397
4,47212.07818,8610.7053255126,5316.016577700762,41561.0917354053,19840.65487279229,576.4197933271649,3143.338541652134,3196.133237601184,5010.771351799425,3932.7722111928724,2325.9344078044487,1655.2853294150582,13364.44627229157
5,48396.86897,8790.75572766309,5543.045667933718,40765.65740189052,18998.75672075433,554.0043676957905,3013.273737825964,3052.882726283211,4793.901717969504,3761.6312361064197,2232.4252714333447,1590.6376634400983,13170.07102377012
6,50942.1818,9623.61137865645,5674.761057777377,42186.96055753235,18788.91878480926,548.4077559514677,2980.8401376658385,3017.2146434957785,4739.868465438483,3718.995637254097,2209.094063293158,1574.4980817104365,13636.42684163614
7,56423.44382,10712.5263294198,5775.128770274144,44774.09085362589,19445.01231435128,565.8934532586665,3082.2280587507676,3128.785599861504,4908.83961896148,3852.330203136173,2282.009883698192,1624.9254966844953,14194.4406810966
8,58869.56444,11252.0642358144,5810.585572888282,48677.96094405424,20676.83216468487,598.6250138568644,3272.425596012329,3338.6264184636866,5226.287625068846,4102.8709589833,2418.661209938411,1719.3353423614342,15130.00793913555
9,60430.71971,11461.9467279753,5789.860448491811,52444.78043689162,20775.39042713614,601.2387110330163,3287.6349756793584,3355.4351209278957,5251.697465284402,4122.927566283715,2429.5816145104773,1726.8749734172725,15601.06970575353
