,DE00,BE00,DKW1,UK00,NL00,NL_on_Borssele,NL_on_Brabant,NL_on_East,NL_on_Holland_N,NL_on_Holland_S,NL_on_North,NL_on_South,NOS0
0,50715.4776,11089.0703253055,4847.535715131729,55203.51084101015,20595.98896288614,596.3962233833317,3259.812239901084,3325.155803128777,5205.621418843551,4086.5963687345275,2409.4882211335353,1712.9186877613345,14664.87590713225
1,48776.42388,10103.7721798707,4836.793929983382,52210.86632106669,20639.83246786846,597.5591667169491,3266.578506760704,3332.63222079198,5216.924443956763,4095.51801400755,2414.3467665978997,1716.273349036611,14485.66296064191
2,48060.09228,9290.80468338614,4862.040423068116,47824.82962538552,20520.53887907174,594.3945758109757,3248.167644854289,3312.2909540748533,5186.170810021584,4071.243867769126,2401.1263002686533,1707.1447262722588,13818.354020435
3,48067.96593,8678.65963042104,4955.984067832693,42613.02577365565,20435.8589140867,592.1475433397381,3235.0977092007624,3297.8542820843836,5164.341873258297,4054.0143679168755,2391.7401341909344,1700.6630040957082,13285.1584290751
4,49075.29537,8390.20361692285,5175.514353245927,36654.08694310793,20208.69244385541,586.1167887547937,3200.031205649713,3259.13608420488,5105.788271969381,4007.79945212029,2366.553359086706,1683.2672820696453,12929.58225339172
5,50244.47602,8569.1161212171,5401.246061585005,35840.06112345757,19373.56774875217,563.9102115386646,3071.0590892233586,3116.9316815854113,4890.604208871085,3837.975943627129,2273.8688959063757,1619.2177180001472,12812.62850593447
6,53474.8413,9391.16708265687,5550.515578877904,37703.53933272358,19174.65690694418,558.6123390103791,3040.3262832855066,3083.0937226285314,4839.369507455408,3797.5453246002803,2251.7711676523727,1603.9385623117034,13350.5982377426
7,59158.956,10468.7216943131,5659.73544821658,40902.8852882549,19808.38439617858,575.4794994798626,3138.221482692781,3190.9450750430374,5002.627150551617,3926.3813755772226,2322.1443185338835,1652.5854943001716,13901.62418626005
8,61694.54042,11006.8784361174,5691.190659919849,44725.61904395012,21059.09741918823,608.6728284263118,3331.2708734389944,3404.1546164252895,5325.027714846358,4180.848769211817,2460.7893795344266,1748.333237305034,14778.85540980696
9,63358.96192,11215.4754785231,5674.574816453342,48573.56654503349,21162.67647026549,611.4164537646964,3347.24982996181,3421.8316120157965,5351.738683395056,4201.933820776749,2472.257923395612,1756.2481469557713,15189.53722832295
10,65830.02225,11100.8680620452,5575.401674633027,51299.56460962346,20895.88759767798,604.3480987831465,3306.0902020689205,3376.306860209609,5282.942468130213,4147.628307708685,2442.7143226394264,1735.8573381379779,15371.49895636888
11,66692.64196,10933.1608608602,5443.197732882449,56180.97982516966,21061.25240686883,608.7299181708676,3331.6033324563755,3404.5223610234434,5325.583426619987,4181.2874323416745,2461.0280055758767,1748.4979306806022,15389.83727985904
12,65830.80362,10570.3806647847,5368.641551948044,58635.98492867265,22002.01404723318,633.6211045816196,3476.687655717522,3565.1787339201046,5568.2450929694005,4372.8516331252895,2565.120734896061,1820.309092023182,15429.30465570399
13,64361.21171,10657.5979512512,5335.007822961749,56834.53154220234,21612.48411487235,623.3221726176182,3416.6264354862906,3498.6298067131215,5467.753562989117,4293.51736886066,2522.0392465375885,1790.595521667954,15515.17677059974
