,DE00,BE00,DKW1,UK00,NL00,NL_on_Borssele,NL_on_Brabant,NL_on_East,NL_on_Holland_N,NL_on_Holland_S,NL_on_North,NL_on_South,NOS0
0,46062.49829,9610.30928988084,3657.004106819183,32578.80956466527,14637.23337476972,430.43433773597087,2327.38121679576,2338.5524683346325,3685.863847614122,2890.545698240861,1729.0976156029578,1235.3581904454145,14279.80916042711
1,44444.58464,8907.34523413548,3649.431989170434,31014.59078505575,14328.193147573242,422.13483308760664,2279.5218287306643,2286.235043431434,3606.404596362718,2827.8728103728317,1694.5916093075175,1211.4324262804687,14100.50141726316
2,43600.93561,8329.29104686915,3664.641877544558,28822.40037566843,14112.647968711799,416.338711218614,2246.1293491161723,2249.7733782970595,3551.0000168211627,2784.1762070611876,1670.5058034239219,1194.7245027736806,13758.31060656922
3,43300.21834,7921.92815061865,3729.909389046998,26546.15970350495,13946.383756012783,411.8634413635755,2220.364486719102,2221.6642869495663,3508.2718278352568,2750.4791821858053,1651.91582081061,1181.8247101488685,13509.37949066387
4,43475.05558,7783.42043024046,3887.96682005668,24586.17137690471,13724.74574157415,405.8916596300242,2186.00891805295,2184.216079578433,3451.32568850665,2705.5720508514764,1627.1191787641842,1164.6121661904338,13346.64080928318
5,44477.49849,8066.96841391007,4061.341006844915,24536.43362698865,13550.948611241849,401.2039464533482,2159.0610174134863,2154.8695956930637,3406.681741139998,2670.3685083383975,1607.6623665296434,1151.1014356739108,13388.88745572285
6,46914.43143,8987.95475831199,4186.246491699017,26425.6274492809,14269.851701532194,420.5666191782339,2270.484514871753,2276.3636863977663,3591.4069976937867,2816.0441962800764,1688.0738911799444,1206.9117959306352,13854.60815671592
7,51387.23672,9945.92213988411,4278.545582809566,29711.93404186889,15087.965166672719,442.51731530586267,2397.148302549838,2414.938083258387,3801.7995194843907,2981.9987923653407,1779.3690228504029,1270.1941308584967,14399.27141911475
8,53584.01139,10377.2980987967,4315.115998312965,34757.04988348717,16072.729960628589,468.8329543552122,2549.44100716496,2582.13774236225,4055.270666969899,3181.9806532358225,1888.9909610577251,1346.0759754827197,15102.0045435327
9,55089.36842,10507.5595272622,4310.760088245981,39635.44042351196,16445.119734811648,478.7565910714047,2606.985778891041,2645.467662381423,4151.178492173993,3257.6616423572636,1930.3744330003233,1374.6951349362002,15560.23939905442
10,57046.20116,10466.2667824336,4246.829454565215,42833.04205574956,16415.93805232801,477.97946094509973,2602.4772235360683,2640.502986756165,4143.661763117694,3251.729950863089,1927.132804688485,1372.4538624214083,15768.25098831845
11,57206.00975,10453.4256812239,4163.608076383194,44990.5335956466,16212.723722368537,472.56527944232306,2571.0767660110296,2605.9392360966062,4091.322093982585,3210.4281248813063,1904.552701803319,1356.8395201513665,15824.35465305068
12,56165.17558,10190.7390165552,4113.364215460275,45995.27308390235,16402.641518717042,477.62533541238673,2600.422868919347,2638.2409570292402,4140.23685125318,3249.027256129939,1925.655694625411,1371.4325553475396,15888.4949684163
13,54890.75277,10226.6534038413,4090.979958214558,45504.77136947175,16126.943674387,470.27857328195165,2557.820028399841,2591.3541448689843,4069.231361848327,3192.996653354873,1895.0179948804098,1350.2449177526125,16009.65259717009
14,54919.50312,10196.9960773799,4132.442244610436,44473.96450243442,16005.505289904017,467.0399604254589,2539.050366028467,2570.711085263211,4037.9603962713154,3168.321788873942,1881.5163712878007,1340.9053217538212,16123.08708349317
15,56750.12474,10121.1557810247,4333.08163081064,45304.35692567367,16323.122928636123,475.5071441591904,2588.136391652392,2624.7145287464364,4119.755295706233,3232.864850547672,1916.8210238783545,1365.3236939458457,16499.39154926177
