,DE00,BE00,DKW1,UK00,NL00,NL_on_Borssele,NL_on_Brabant,NL_on_East,NL_on_Holland_N,NL_on_Holland_S,NL_on_North,NL_on_South,NOS0
0,52204.09457,12023.3082758841,5190.696058302256,60582.9751663489,20860.17946066698,603.0527982930877,3300.0145144652206,3371.517290096794,5274.46033669217,4141.08807485537,2437.873694708407,1732.17275155593,15960.43417789385
1,50279.61028,11019.6264522757,5175.883434600965,57593.88611528435,20903.7851226293,604.2081013463255,3306.7419149124835,3378.958119877281,5285.704812305225,4149.964098339356,2442.7025039938835,1735.5055718547446,15788.73056824494
2,49092.94489,10206.2870449932,5200.281111771448,53278.05621065913,20784.34131225052,601.0431821863649,3288.3138027756327,3358.5775881617533,5254.904851549225,4125.651759480923,2429.4746707180184,1726.3754573785993,15153.53094176732
3,48286.92069,9585.41895447887,5292.792776913207,48100.23531706447,20699.43395020131,598.7927355287181,3275.2130208285207,3344.09236868644,5233.011850928471,4108.370528939758,2420.0699487752386,1719.8834965141648,14626.08977780178
4,49330.83657,9309.3921524565,5508.530235481174,42299.34330714815,20471.64596574847,592.7525928730129,3240.0621174688886,3305.241693416716,5174.28326988285,4062.014342388408,2394.8323139170498,1702.4596358015447,14166.48664849244
5,50536.76011,9516.52240157544,5767.606790173531,41774.64262524085,19635.62021751445,570.549287664426,3110.995035781514,3162.78220969263,4958.810438701796,3891.9508199999673,2302.1169642635987,1638.4154614105198,13950.70734420881
6,52287.81226,10440.8233915161,5968.187359534807,43526.76295000725,19448.98134080137,565.584710340646,3082.1687630980873,3131.0078766351276,4910.723321876524,3854.0011746789855,2281.3989147944794,1624.0965793775206,14491.07013949352
7,57812.52359,11622.437468174,6085.978744186174,46275.64764331828,20149.10139695491,584.1930060437661,3190.2778515926425,3250.255181504145,5091.13862387257,3996.388879224296,2359.078844281913,1677.7690104355743,15069.62519160547
8,60243.07641,12182.8371326528,6092.195956017194,50278.98562698171,21402.18102816228,617.4029856006549,3383.6176317141567,3464.0404584057214,5414.245168560572,4251.4340271435585,2497.8690997652266,1773.5716569723884,15992.98214183254
9,61823.00047,12401.9666491085,6064.444132098004,54311.15063279188,21446.12677114684,618.5655890938303,3390.3947247895107,3471.545701572015,5425.580893450237,4260.38284008255,2502.7312295033353,1776.9257926553614,16439.82813598324
10,64286.39591,12238.1004226272,5939.710842840062,57324.875321714,21133.40336462673,610.2893920439722,3342.1632709350156,3418.148520124897,5344.920619029889,4196.708150202539,2468.124180300869,1753.0492319895468,16590.2296429769
11,65213.56447,12022.4212182133,5760.283944429305,62269.32518642896,21335.72440782983,615.6445900453394,3373.3686062668285,3452.69167055212,5397.103338010642,4237.901788063365,2490.51572789459,1768.4986869969473,16569.87912526636
12,64494.28353,11615.484025036,5668.702700696433,64668.84619295181,22295.74108211054,641.0166897046413,3521.3761193317073,3616.7428371576416,5644.791010821644,4433.446354579398,2596.6665213954816,1841.7015491200289,16609.36741238627
13,63182.93069,11697.3806583773,5625.638187078087,62852.7182302476,21876.61528751169,629.9473119181848,3456.7710978228047,3545.0926462817997,5536.6392497589,4348.059271598931,2550.3423551368833,1809.7633549941881,16758.17856614834
14,63315.01353,11775.5691990105,5666.252141723472,58956.91667727724,21511.34741547112,620.2907811021798,3400.452324290632,3482.685290199925,5442.404956346152,4273.664446991069,2509.9465713597683,1781.903045181394,16729.80788113123
15,65505.81417,11686.2484869861,5918.866496802504,59280.81975192562,21209.90946429876,612.3147606214893,3353.9638776614006,3431.209458907654,5364.6523881997755,4212.284483045246,2476.5922368704014,1758.8922589927893,17241.18472014017
16,68749.55926,11687.7240849945,6318.028701504972,61410.00591137794,21013.86298622009,607.1239207609096,3323.7235161939884,3397.744020699463,5314.091586606083,4172.371970990066,2454.890745530477,1743.9172254391046,17507.34944860788
17,69707.79376,12673.0590291213,6287.858977503553,62959.43362577289,21930.64408958359,631.3748973016549,3465.1002781526226,3554.326523871704,5550.579559656287,4359.065020613431,2556.315576550426,1813.882233437467,17569.26283524418
18,68482.4851,13330.2295142001,6026.877831209505,63131.18167480817,22799.72743427946,654.3123559878594,3599.0375129587433,3702.955809613576,5774.871334583811,4536.152930032711,2652.33205961542,1880.065431487338,17882.13966953529
19,65918.57064,13237.9263689415,5731.228792460228,61502.19053208162,23514.02619671755,673.1297175434808,3709.0637431467267,3825.244401766534,5959.289090029286,4681.774114138165,2731.1593024725407,1934.365827620823,17655.80026307318
20,63122.82105,12750.4658302487,5428.128980837752,60113.83800346741,23443.19518391805,671.2651006292859,3698.1555444915434,3813.113055778005,5940.999138167757,4667.331283379261,2723.3460747301733,1928.984986742026,17331.03906925337
21,61925.22681,12433.3307066185,5184.1365664461,68175.63561564795,23051.72994249964,660.9545394165816,3637.860080592247,3746.0859004640984,5839.926158759022,4587.520413742166,2680.1508954580677,1899.2319540674625,16839.60842646839
22,58508.8379,13008.1148568736,4982.682975851075,65119.6032866493,22362.54963890184,642.7800898337124,3531.672431279829,3628.1678038943173,5662.032572156933,4447.059238646701,2604.047902379164,1846.7896007111858,17407.44121529883
23,53466.10605,13099.2337794555,4839.944113056014,61752.37392726431,21876.13417073765,629.9345986505683,3456.696926546674,3545.010423532142,5536.51511562543,4347.96126920884,2550.289162449444,1809.7266747245462,16955.77366164606
